"Código","Municipio","Total de viviendas","Tipo de Vivienda","Cantidad de Viviendas","Porcentaje de Viviendas"
1209,"Tajumulco",11935,"Improvisada",42,0.35
1209,"Tajumulco",11935,"Otro",5,0.04
1209,"Tajumulco",11935,"Particular no registrada",143,1.2
1210,"Tejutla",10485,"Total de viviendas colectivas",3,0.03
1210,"Tejutla",10485,"Casa Formal",10397,99.16
1210,"Tejutla",10485,"Apartamento",3,0.03
1210,"Tejutla",10485,"Cuarto de casa de vecindad",20,0.19
1210,"Tejutla",10485,"Rancho",37,0.35
1210,"Tejutla",10485,"Improvisada",14,0.13
1210,"Tejutla",10485,"Otro",4,0.04
1210,"Tejutla",10485,"Particular no registrada",7,0.07
1211,"San Rafael Pie de la Cuesta",4508,"Total de viviendas colectivas",0,0
1211,"San Rafael Pie de la Cuesta",4508,"Casa Formal",4491,99.62
1211,"San Rafael Pie de la Cuesta",4508,"Apartamento",6,0.13
1211,"San Rafael Pie de la Cuesta",4508,"Cuarto de casa de vecindad",6,0.13
1211,"San Rafael Pie de la Cuesta",4508,"Rancho",2,0.04
1211,"San Rafael Pie de la Cuesta",4508,"Improvisada",0,0
1211,"San Rafael Pie de la Cuesta",4508,"Otro",0,0
1211,"San Rafael Pie de la Cuesta",4508,"Particular no registrada",3,0.07
1212,"Nuevo Progreso",7684,"Total de viviendas colectivas",1,0.01
1212,"Nuevo Progreso",7684,"Casa Formal",7557,98.35
1212,"Nuevo Progreso",7684,"Apartamento",6,0.08
1212,"Nuevo Progreso",7684,"Cuarto de casa de vecindad",33,0.43
1212,"Nuevo Progreso",7684,"Rancho",25,0.33
1212,"Nuevo Progreso",7684,"Improvisada",52,0.68
1212,"Nuevo Progreso",7684,"Otro",2,0.03
1212,"Nuevo Progreso",7684,"Particular no registrada",8,0.1
1213,"El Tumbador",10385,"Total de viviendas colectivas",0,0
1213,"El Tumbador",10385,"Casa Formal",10159,97.82
1213,"El Tumbador",10385,"Apartamento",40,0.39
1213,"El Tumbador",10385,"Cuarto de casa de vecindad",66,0.64
1213,"El Tumbador",10385,"Rancho",20,0.19
1213,"El Tumbador",10385,"Improvisada",43,0.41
1213,"El Tumbador",10385,"Otro",43,0.41
1213,"El Tumbador",10385,"Particular no registrada",14,0.13
1214,"San José el Rodeo",4542,"Total de viviendas colectivas",1,0.02
1214,"San José el Rodeo",4542,"Casa Formal",4490,98.86
1214,"San José el Rodeo",4542,"Apartamento",5,0.11
1214,"San José el Rodeo",4542,"Cuarto de casa de vecindad",2,0.04
1214,"San José el Rodeo",4542,"Rancho",2,0.04
1214,"San José el Rodeo",4542,"Improvisada",36,0.79
1214,"San José el Rodeo",4542,"Otro",2,0.04
1214,"San José el Rodeo",4542,"Particular no registrada",4,0.09
1215,"Malacatán",24303,"Total de viviendas colectivas",1,0
1215,"Malacatán",24303,"Casa Formal",23640,97.27
1215,"Malacatán",24303,"Apartamento",26,0.11
1215,"Malacatán",24303,"Cuarto de casa de vecindad",89,0.37
1215,"Malacatán",24303,"Rancho",46,0.19
1215,"Malacatán",24303,"Improvisada",362,1.49
1215,"Malacatán",24303,"Otro",23,0.09
1215,"Malacatán",24303,"Particular no registrada",116,0.48
1216,"Catarina",8779,"Total de viviendas colectivas",0,0
1216,"Catarina",8779,"Casa Formal",8655,98.59
1216,"Catarina",8779,"Apartamento",19,0.22
1216,"Catarina",8779,"Cuarto de casa de vecindad",15,0.17
1216,"Catarina",8779,"Rancho",24,0.27
1216,"Catarina",8779,"Improvisada",52,0.59
1216,"Catarina",8779,"Otro",5,0.06
1216,"Catarina",8779,"Particular no registrada",9,0.1
1217,"Ayutla",10586,"Total de viviendas colectivas",5,0.05
1217,"Ayutla",10586,"Casa Formal",10071,95.14
1217,"Ayutla",10586,"Apartamento",16,0.15
1217,"Ayutla",10586,"Cuarto de casa de vecindad",342,3.23
1217,"Ayutla",10586,"Rancho",26,0.25
1217,"Ayutla",10586,"Improvisada",103,0.97
1217,"Ayutla",10586,"Otro",6,0.06
1217,"Ayutla",10586,"Particular no registrada",17,0.16
1218,"Ocós",3228,"Total de viviendas colectivas",0,0
1218,"Ocós",3228,"Casa Formal",2727,84.48
1218,"Ocós",3228,"Apartamento",1,0.03
1218,"Ocós",3228,"Cuarto de casa de vecindad",11,0.34
1218,"Ocós",3228,"Rancho",414,12.83
1218,"Ocós",3228,"Improvisada",69,2.14
1218,"Ocós",3228,"Otro",0,0
1218,"Ocós",3228,"Particular no registrada",6,0.19
1219,"San Pablo",12645,"Total de viviendas colectivas",3,0.02
1219,"San Pablo",12645,"Casa Formal",12502,98.87
1219,"San Pablo",12645,"Apartamento",12,0.09
1219,"San Pablo",12645,"Cuarto de casa de vecindad",15,0.12
1219,"San Pablo",12645,"Rancho",3,0.02
1219,"San Pablo",12645,"Improvisada",80,0.63
1219,"San Pablo",12645,"Otro",14,0.11
1219,"San Pablo",12645,"Particular no registrada",16,0.13
1220,"El Quetzal",5926,"Total de viviendas colectivas",0,0
1220,"El Quetzal",5926,"Casa Formal",5891,99.41
1220,"El Quetzal",5926,"Apartamento",2,0.03
1220,"El Quetzal",5926,"Cuarto de casa de vecindad",10,0.17
1220,"El Quetzal",5926,"Rancho",0,0
1220,"El Quetzal",5926,"Improvisada",18,0.3
1220,"El Quetzal",5926,"Otro",3,0.05
1220,"El Quetzal",5926,"Particular no registrada",2,0.03
1221,"La Reforma",4369,"Total de viviendas colectivas",0,0
1221,"La Reforma",4369,"Casa Formal",4349,99.54
1221,"La Reforma",4369,"Apartamento",2,0.05
1221,"La Reforma",4369,"Cuarto de casa de vecindad",1,0.02
1221,"La Reforma",4369,"Rancho",7,0.16
1221,"La Reforma",4369,"Improvisada",8,0.18
1221,"La Reforma",4369,"Otro",0,0
1221,"La Reforma",4369,"Particular no registrada",2,0.05
1222,"Pajapita",5901,"Total de viviendas colectivas",1,0.02
1222,"Pajapita",5901,"Casa Formal",5739,97.25
1222,"Pajapita",5901,"Apartamento",2,0.03
1222,"Pajapita",5901,"Cuarto de casa de vecindad",54,0.92
1222,"Pajapita",5901,"Rancho",3,0.05
1222,"Pajapita",5901,"Improvisada",85,1.44
1222,"Pajapita",5901,"Otro",6,0.1
1222,"Pajapita",5901,"Particular no registrada",11,0.19
1223,"Ixchiguán",6172,"Total de viviendas colectivas",0,0
1223,"Ixchiguán",6172,"Casa Formal",6140,99.48
1223,"Ixchiguán",6172,"Apartamento",9,0.15
1223,"Ixchiguán",6172,"Cuarto de casa de vecindad",2,0.03
1223,"Ixchiguán",6172,"Rancho",5,0.08
1223,"Ixchiguán",6172,"Improvisada",10,0.16
1223,"Ixchiguán",6172,"Otro",2,0.03
1223,"Ixchiguán",6172,"Particular no registrada",4,0.06
1224,"San José Ojetenam",5409,"Total de viviendas colectivas",0,0
1224,"San José Ojetenam",5409,"Casa Formal",5390,99.65
1224,"San José Ojetenam",5409,"Apartamento",1,0.02
1224,"San José Ojetenam",5409,"Cuarto de casa de vecindad",0,0
1224,"San José Ojetenam",5409,"Rancho",6,0.11
1224,"San José Ojetenam",5409,"Improvisada",1,0.02
1224,"San José Ojetenam",5409,"Otro",0,0
1224,"San José Ojetenam",5409,"Particular no registrada",11,0.2
1225,"San Cristóbal Cucho",4842,"Total de viviendas colectivas",0,0
1225,"San Cristóbal Cucho",4842,"Casa Formal",4830,99.75
1225,"San Cristóbal Cucho",4842,"Apartamento",5,0.1
1225,"San Cristóbal Cucho",4842,"Cuarto de casa de vecindad",0,0
1225,"San Cristóbal Cucho",4842,"Rancho",1,0.02
1225,"San Cristóbal Cucho",4842,"Improvisada",5,0.1
1225,"San Cristóbal Cucho",4842,"Otro",0,0
1225,"San Cristóbal Cucho",4842,"Particular no registrada",1,0.02
1226,"Sipacapa",5734,"Total de viviendas colectivas",0,0
1226,"Sipacapa",5734,"Casa Formal",5694,99.3
1226,"Sipacapa",5734,"Apartamento",2,0.03
1226,"Sipacapa",5734,"Cuarto de casa de vecindad",5,0.09
1226,"Sipacapa",5734,"Rancho",18,0.31
1226,"Sipacapa",5734,"Improvisada",3,0.05
1226,"Sipacapa",5734,"Otro",1,0.02
1226,"Sipacapa",5734,"Particular no registrada",11,0.19
1227,"Esquipulas Palo Gordo",3377,"Total de viviendas colectivas",0,0
1227,"Esquipulas Palo Gordo",3377,"Casa Formal",3368,99.73
1227,"Esquipulas Palo Gordo",3377,"Apartamento",2,0.06
1227,"Esquipulas Palo Gordo",3377,"Cuarto de casa de vecindad",2,0.06
1227,"Esquipulas Palo Gordo",3377,"Rancho",0,0
1227,"Esquipulas Palo Gordo",3377,"Improvisada",1,0.03
1227,"Esquipulas Palo Gordo",3377,"Otro",0,0
1227,"Esquipulas Palo Gordo",3377,"Particular no registrada",4,0.12
1228,"Río Blanco",1723,"Total de viviendas colectivas",0,0
1228,"Río Blanco",1723,"Casa Formal",1719,99.77
1228,"Río Blanco",1723,"Apartamento",0,0
1228,"Río Blanco",1723,"Cuarto de casa de vecindad",0,0
1228,"Río Blanco",1723,"Rancho",2,0.12
1228,"Río Blanco",1723,"Improvisada",0,0
1228,"Río Blanco",1723,"Otro",0,0
1228,"Río Blanco",1723,"Particular no registrada",2,0.12
1229,"San Lorenzo",3394,"Total de viviendas colectivas",0,0
1229,"San Lorenzo",3394,"Casa Formal",3378,99.53
1229,"San Lorenzo",3394,"Apartamento",4,0.12
1229,"San Lorenzo",3394,"Cuarto de casa de vecindad",1,0.03
1229,"San Lorenzo",3394,"Rancho",3,0.09
1229,"San Lorenzo",3394,"Improvisada",6,0.18
1229,"San Lorenzo",3394,"Otro",0,0
1229,"San Lorenzo",3394,"Particular no registrada",2,0.06
1230,"La Blanca",8055,"Total de viviendas colectivas",0,0
1230,"La Blanca",8055,"Casa Formal",6547,81.28
1230,"La Blanca",8055,"Apartamento",5,0.06
1230,"La Blanca",8055,"Cuarto de casa de vecindad",86,1.07
1230,"La Blanca",8055,"Rancho",1056,13.11
1230,"La Blanca",8055,"Improvisada",328,4.07
1230,"La Blanca",8055,"Otro",7,0.09
1230,"La Blanca",8055,"Particular no registrada",26,0.32
1301,"Huehuetenango",32415,"Total de viviendas colectivas",18,0.06
1301,"Huehuetenango",32415,"Casa Formal",31470,97.08
1301,"Huehuetenango",32415,"Apartamento",465,1.43
1301,"Huehuetenango",32415,"Cuarto de casa de vecindad",243,0.75
1301,"Huehuetenango",32415,"Rancho",23,0.07
1301,"Huehuetenango",32415,"Improvisada",49,0.15
1301,"Huehuetenango",32415,"Otro",7,0.02
1301,"Huehuetenango",32415,"Particular no registrada",140,0.43
1302,"Chiantla",19758,"Total de viviendas colectivas",0,0
1302,"Chiantla",19758,"Casa Formal",19513,98.76
1302,"Chiantla",19758,"Apartamento",39,0.2
1302,"Chiantla",19758,"Cuarto de casa de vecindad",17,0.09
1302,"Chiantla",19758,"Rancho",119,0.6
1302,"Chiantla",19758,"Improvisada",49,0.25
1302,"Chiantla",19758,"Otro",2,0.01
1302,"Chiantla",19758,"Particular no registrada",19,0.1
1303,"Malacatancito",5809,"Total de viviendas colectivas",4,0.07
1303,"Malacatancito",5809,"Casa Formal",5691,97.97
1303,"Malacatancito",5809,"Apartamento",7,0.12
1303,"Malacatancito",5809,"Cuarto de casa de vecindad",1,0.02
1303,"Malacatancito",5809,"Rancho",8,0.14
1303,"Malacatancito",5809,"Improvisada",14,0.24
1303,"Malacatancito",5809,"Otro",0,0
1303,"Malacatancito",5809,"Particular no registrada",84,1.45
1304,"Cuilco",16311,"Total de viviendas colectivas",0,0
1304,"Cuilco",16311,"Casa Formal",16218,99.43
1304,"Cuilco",16311,"Apartamento",9,0.06
1304,"Cuilco",16311,"Cuarto de casa de vecindad",11,0.07
1304,"Cuilco",16311,"Rancho",13,0.08
1304,"Cuilco",16311,"Improvisada",44,0.27
1304,"Cuilco",16311,"Otro",7,0.04
1304,"Cuilco",16311,"Particular no registrada",9,0.06
1305,"Nentón",10383,"Total de viviendas colectivas",0,0
1305,"Nentón",10383,"Casa Formal",10311,99.31
1305,"Nentón",10383,"Apartamento",11,0.11
1305,"Nentón",10383,"Cuarto de casa de vecindad",8,0.08
1305,"Nentón",10383,"Rancho",14,0.13
1305,"Nentón",10383,"Improvisada",34,0.33
1305,"Nentón",10383,"Otro",2,0.02
1305,"Nentón",10383,"Particular no registrada",3,0.03
1306,"San Pedro Necta",9487,"Total de viviendas colectivas",0,0
1306,"San Pedro Necta",9487,"Casa Formal",9455,99.66
1306,"San Pedro Necta",9487,"Apartamento",10,0.11
1306,"San Pedro Necta",9487,"Cuarto de casa de vecindad",3,0.03
1306,"San Pedro Necta",9487,"Rancho",5,0.05
1306,"San Pedro Necta",9487,"Improvisada",11,0.12
1306,"San Pedro Necta",9487,"Otro",1,0.01
1306,"San Pedro Necta",9487,"Particular no registrada",2,0.02
1307,"Jacaltenango",11461,"Total de viviendas colectivas",1,0.01
1307,"Jacaltenango",11461,"Casa Formal",11359,99.11
1307,"Jacaltenango",11461,"Apartamento",10,0.09
1307,"Jacaltenango",11461,"Cuarto de casa de vecindad",7,0.06
1307,"Jacaltenango",11461,"Rancho",4,0.03
1307,"Jacaltenango",11461,"Improvisada",11,0.1
1307,"Jacaltenango",11461,"Otro",2,0.02
1307,"Jacaltenango",11461,"Particular no registrada",67,0.58
1308,"San Pedro Soloma",11830,"Total de viviendas colectivas",0,0
1308,"San Pedro Soloma",11830,"Casa Formal",11695,98.86
1308,"San Pedro Soloma",11830,"Apartamento",29,0.25
1308,"San Pedro Soloma",11830,"Cuarto de casa de vecindad",19,0.16
1308,"San Pedro Soloma",11830,"Rancho",8,0.07
1308,"San Pedro Soloma",11830,"Improvisada",55,0.46
1308,"San Pedro Soloma",11830,"Otro",5,0.04
1308,"San Pedro Soloma",11830,"Particular no registrada",19,0.16
1309,"San Ildefonso Ixtahuacán",10489,"Total de viviendas colectivas",0,0
1309,"San Ildefonso Ixtahuacán",10489,"Casa Formal",10316,98.35
1309,"San Ildefonso Ixtahuacán",10489,"Apartamento",9,0.09
1309,"San Ildefonso Ixtahuacán",10489,"Cuarto de casa de vecindad",11,0.1
1309,"San Ildefonso Ixtahuacán",10489,"Rancho",21,0.2
1309,"San Ildefonso Ixtahuacán",10489,"Improvisada",126,1.2
1309,"San Ildefonso Ixtahuacán",10489,"Otro",0,0
1309,"San Ildefonso Ixtahuacán",10489,"Particular no registrada",6,0.06
1310,"Santa Bárbara",9501,"Total de viviendas colectivas",0,0
1310,"Santa Bárbara",9501,"Casa Formal",9455,99.52
1310,"Santa Bárbara",9501,"Apartamento",0,0
1310,"Santa Bárbara",9501,"Cuarto de casa de vecindad",3,0.03
1310,"Santa Bárbara",9501,"Rancho",24,0.25
1310,"Santa Bárbara",9501,"Improvisada",4,0.04
1310,"Santa Bárbara",9501,"Otro",1,0.01
1310,"Santa Bárbara",9501,"Particular no registrada",14,0.15
1311,"La Libertad",9691,"Total de viviendas colectivas",0,0
1311,"La Libertad",9691,"Casa Formal",9651,99.59
1311,"La Libertad",9691,"Apartamento",2,0.02
1311,"La Libertad",9691,"Cuarto de casa de vecindad",3,0.03
1311,"La Libertad",9691,"Rancho",12,0.12
1311,"La Libertad",9691,"Improvisada",9,0.09
1311,"La Libertad",9691,"Otro",0,0
1311,"La Libertad",9691,"Particular no registrada",14,0.14
1312,"La Democracia",15186,"Total de viviendas colectivas",5,0.03
1312,"La Democracia",15186,"Casa Formal",14924,98.27
1312,"La Democracia",15186,"Apartamento",59,0.39
1312,"La Democracia",15186,"Cuarto de casa de vecindad",98,0.65
1312,"La Democracia",15186,"Rancho",6,0.04
1312,"La Democracia",15186,"Improvisada",64,0.42
1312,"La Democracia",15186,"Otro",3,0.02
1312,"La Democracia",15186,"Particular no registrada",27,0.18
1313,"San Miguel Acatán",5113,"Total de viviendas colectivas",0,0
1313,"San Miguel Acatán",5113,"Casa Formal",5082,99.39
1313,"San Miguel Acatán",5113,"Apartamento",0,0
1313,"San Miguel Acatán",5113,"Cuarto de casa de vecindad",0,0
1313,"San Miguel Acatán",5113,"Rancho",4,0.08
1313,"San Miguel Acatán",5113,"Improvisada",10,0.2
1313,"San Miguel Acatán",5113,"Otro",3,0.06
1313,"San Miguel Acatán",5113,"Particular no registrada",14,0.27
1314,"San Rafael La Independencia",3391,"Total de viviendas colectivas",0,0
1314,"San Rafael La Independencia",3391,"Casa Formal",3380,99.68
1314,"San Rafael La Independencia",3391,"Apartamento",4,0.12
1314,"San Rafael La Independencia",3391,"Cuarto de casa de vecindad",3,0.09
1314,"San Rafael La Independencia",3391,"Rancho",2,0.06
1314,"San Rafael La Independencia",3391,"Improvisada",0,0
1314,"San Rafael La Independencia",3391,"Otro",1,0.03
1314,"San Rafael La Independencia",3391,"Particular no registrada",1,0.03
1315,"Todos Santos Cuchumatán",10190,"Total de viviendas colectivas",0,0
1315,"Todos Santos Cuchumatán",10190,"Casa Formal",10142,99.53
1315,"Todos Santos Cuchumatán",10190,"Apartamento",5,0.05
1315,"Todos Santos Cuchumatán",10190,"Cuarto de casa de vecindad",4,0.04
1315,"Todos Santos Cuchumatán",10190,"Rancho",18,0.18
1315,"Todos Santos Cuchumatán",10190,"Improvisada",13,0.13
1315,"Todos Santos Cuchumatán",10190,"Otro",0,0
1315,"Todos Santos Cuchumatán",10190,"Particular no registrada",8,0.08
1316,"San Juan Atitán",6122,"Total de viviendas colectivas",0,0
1316,"San Juan Atitán",6122,"Casa Formal",6096,99.58
1316,"San Juan Atitán",6122,"Apartamento",2,0.03
1316,"San Juan Atitán",6122,"Cuarto de casa de vecindad",1,0.02
1316,"San Juan Atitán",6122,"Rancho",3,0.05
1316,"San Juan Atitán",6122,"Improvisada",1,0.02
1316,"San Juan Atitán",6122,"Otro",0,0
1316,"San Juan Atitán",6122,"Particular no registrada",19,0.31
1317,"Santa Eulalia",10388,"Total de viviendas colectivas",0,0
1317,"Santa Eulalia",10388,"Casa Formal",10205,98.24
1317,"Santa Eulalia",10388,"Apartamento",5,0.05
1317,"Santa Eulalia",10388,"Cuarto de casa de vecindad",16,0.15
1317,"Santa Eulalia",10388,"Rancho",7,0.07
1317,"Santa Eulalia",10388,"Improvisada",70,0.67
1317,"Santa Eulalia",10388,"Otro",16,0.15
1317,"Santa Eulalia",10388,"Particular no registrada",69,0.66
1318,"San Mateo Ixtatán",10071,"Total de viviendas colectivas",0,0
1318,"San Mateo Ixtatán",10071,"Casa Formal",10012,99.41
1318,"San Mateo Ixtatán",10071,"Apartamento",14,0.14
1318,"San Mateo Ixtatán",10071,"Cuarto de casa de vecindad",1,0.01
1318,"San Mateo Ixtatán",10071,"Rancho",16,0.16
1318,"San Mateo Ixtatán",10071,"Improvisada",5,0.05
1318,"San Mateo Ixtatán",10071,"Otro",2,0.02
1318,"San Mateo Ixtatán",10071,"Particular no registrada",21,0.21
1319,"Colotenango",7803,"Total de viviendas colectivas",1,0.01
1319,"Colotenango",7803,"Casa Formal",7772,99.6
1319,"Colotenango",7803,"Apartamento",2,0.03
1319,"Colotenango",7803,"Cuarto de casa de vecindad",3,0.04
1319,"Colotenango",7803,"Rancho",8,0.1
1319,"Colotenango",7803,"Improvisada",7,0.09
1319,"Colotenango",7803,"Otro",1,0.01
1319,"Colotenango",7803,"Particular no registrada",9,0.12
1320,"San Sebastián Huehuetenango",7819,"Total de viviendas colectivas",1,0.01
1320,"San Sebastián Huehuetenango",7819,"Casa Formal",7694,98.4
1320,"San Sebastián Huehuetenango",7819,"Apartamento",1,0.01
1320,"San Sebastián Huehuetenango",7819,"Cuarto de casa de vecindad",1,0.01
1320,"San Sebastián Huehuetenango",7819,"Rancho",84,1.07
1320,"San Sebastián Huehuetenango",7819,"Improvisada",26,0.33
1320,"San Sebastián Huehuetenango",7819,"Otro",1,0.01
1320,"San Sebastián Huehuetenango",7819,"Particular no registrada",11,0.14
1321,"Tectitán",3089,"Total de viviendas colectivas",0,0
1321,"Tectitán",3089,"Casa Formal",3082,99.77
1321,"Tectitán",3089,"Apartamento",0,0
1321,"Tectitán",3089,"Cuarto de casa de vecindad",0,0
1321,"Tectitán",3089,"Rancho",1,0.03
1321,"Tectitán",3089,"Improvisada",1,0.03
1321,"Tectitán",3089,"Otro",1,0.03
1321,"Tectitán",3089,"Particular no registrada",4,0.13
1322,"Concepción Huista",4710,"Total de viviendas colectivas",0,0
1322,"Concepción Huista",4710,"Casa Formal",4684,99.45
1322,"Concepción Huista",4710,"Apartamento",7,0.15
1322,"Concepción Huista",4710,"Cuarto de casa de vecindad",1,0.02
1322,"Concepción Huista",4710,"Rancho",1,0.02
1322,"Concepción Huista",4710,"Improvisada",17,0.36
1322,"Concepción Huista",4710,"Otro",0,0
1322,"Concepción Huista",4710,"Particular no registrada",0,0
1323,"San Juan Ixcoy",6739,"Total de viviendas colectivas",0,0
1323,"San Juan Ixcoy",6739,"Casa Formal",6705,99.5
1323,"San Juan Ixcoy",6739,"Apartamento",3,0.04
1323,"San Juan Ixcoy",6739,"Cuarto de casa de vecindad",2,0.03
1323,"San Juan Ixcoy",6739,"Rancho",10,0.15
1323,"San Juan Ixcoy",6739,"Improvisada",17,0.25
1323,"San Juan Ixcoy",6739,"Otro",1,0.01
1323,"San Juan Ixcoy",6739,"Particular no registrada",1,0.01
1324,"San Antonio Huista",4949,"Total de viviendas colectivas",0,0
1324,"San Antonio Huista",4949,"Casa Formal",4891,98.83
1324,"San Antonio Huista",4949,"Apartamento",3,0.06
1324,"San Antonio Huista",4949,"Cuarto de casa de vecindad",0,0
1324,"San Antonio Huista",4949,"Rancho",4,0.08
1324,"San Antonio Huista",4949,"Improvisada",29,0.59
1324,"San Antonio Huista",4949,"Otro",2,0.04
1324,"San Antonio Huista",4949,"Particular no registrada",20,0.4
1325,"San Sebastián Coatán",6149,"Total de viviendas colectivas",0,0
1325,"San Sebastián Coatán",6149,"Casa Formal",6111,99.38
1325,"San Sebastián Coatán",6149,"Apartamento",3,0.05
1325,"San Sebastián Coatán",6149,"Cuarto de casa de vecindad",11,0.18
1325,"San Sebastián Coatán",6149,"Rancho",3,0.05
1325,"San Sebastián Coatán",6149,"Improvisada",5,0.08
1325,"San Sebastián Coatán",6149,"Otro",0,0
1325,"San Sebastián Coatán",6149,"Particular no registrada",16,0.26
1326,"Santa Cruz Barillas",22922,"Total de viviendas colectivas",1,0
1326,"Santa Cruz Barillas",22922,"Casa Formal",22664,98.87
1326,"Santa Cruz Barillas",22922,"Apartamento",24,0.1
1326,"Santa Cruz Barillas",22922,"Cuarto de casa de vecindad",39,0.17
1326,"Santa Cruz Barillas",22922,"Rancho",22,0.1
1326,"Santa Cruz Barillas",22922,"Improvisada",151,0.66
1326,"Santa Cruz Barillas",22922,"Otro",3,0.01
1326,"Santa Cruz Barillas",22922,"Particular no registrada",18,0.08
1327,"Aguacatán",14287,"Total de viviendas colectivas",1,0.01
1327,"Aguacatán",14287,"Casa Formal",14112,98.78
1327,"Aguacatán",14287,"Apartamento",3,0.02
1327,"Aguacatán",14287,"Cuarto de casa de vecindad",3,0.02
1327,"Aguacatán",14287,"Rancho",16,0.11
1327,"Aguacatán",14287,"Improvisada",91,0.64
1327,"Aguacatán",14287,"Otro",23,0.16
1327,"Aguacatán",14287,"Particular no registrada",38,0.27
1328,"San Rafael Petzal",3107,"Total de viviendas colectivas",0,0
1328,"San Rafael Petzal",3107,"Casa Formal",3095,99.61
1328,"San Rafael Petzal",3107,"Apartamento",1,0.03
1328,"San Rafael Petzal",3107,"Cuarto de casa de vecindad",1,0.03
1328,"San Rafael Petzal",3107,"Rancho",5,0.16
1328,"San Rafael Petzal",3107,"Improvisada",3,0.1
1328,"San Rafael Petzal",3107,"Otro",1,0.03
1328,"San Rafael Petzal",3107,"Particular no registrada",1,0.03
1329,"San Gaspar Ixchil",2460,"Total de viviendas colectivas",0,0
1329,"San Gaspar Ixchil",2460,"Casa Formal",2453,99.72
1329,"San Gaspar Ixchil",2460,"Apartamento",0,0
1329,"San Gaspar Ixchil",2460,"Cuarto de casa de vecindad",0,0
1329,"San Gaspar Ixchil",2460,"Rancho",0,0
1329,"San Gaspar Ixchil",2460,"Improvisada",1,0.04
1329,"San Gaspar Ixchil",2460,"Otro",3,0.12
1329,"San Gaspar Ixchil",2460,"Particular no registrada",3,0.12
1330,"Santiago Chimaltenango",3946,"Total de viviendas colectivas",2,0.05
1330,"Santiago Chimaltenango",3946,"Casa Formal",3941,99.87
1330,"Santiago Chimaltenango",3946,"Apartamento",0,0
1330,"Santiago Chimaltenango",3946,"Cuarto de casa de vecindad",0,0
1330,"Santiago Chimaltenango",3946,"Rancho",2,0.05
1330,"Santiago Chimaltenango",3946,"Improvisada",0,0
1330,"Santiago Chimaltenango",3946,"Otro",0,0
1330,"Santiago Chimaltenango",3946,"Particular no registrada",1,0.03
1331,"Santa Ana Huista",2838,"Total de viviendas colectivas",0,0
1331,"Santa Ana Huista",2838,"Casa Formal",2824,99.51
1331,"Santa Ana Huista",2838,"Apartamento",1,0.04
1331,"Santa Ana Huista",2838,"Cuarto de casa de vecindad",0,0
1331,"Santa Ana Huista",2838,"Rancho",0,0
1331,"Santa Ana Huista",2838,"Improvisada",9,0.32
1331,"Santa Ana Huista",2838,"Otro",1,0.04
1331,"Santa Ana Huista",2838,"Particular no registrada",3,0.11
1332,"Unión Cantinil",4228,"Total de viviendas colectivas",0,0
1332,"Unión Cantinil",4228,"Casa Formal",4218,99.76
1332,"Unión Cantinil",4228,"Apartamento",2,0.05
1332,"Unión Cantinil",4228,"Cuarto de casa de vecindad",1,0.02
1332,"Unión Cantinil",4228,"Rancho",3,0.07
1332,"Unión Cantinil",4228,"Improvisada",3,0.07
1332,"Unión Cantinil",4228,"Otro",1,0.02
1332,"Unión Cantinil",4228,"Particular no registrada",0,0
1333,"Petatán",1709,"Total de viviendas colectivas",0,0
1333,"Petatán",1709,"Casa Formal",1685,98.6
1333,"Petatán",1709,"Apartamento",0,0
1333,"Petatán",1709,"Cuarto de casa de vecindad",0,0
1333,"Petatán",1709,"Rancho",1,0.06
1333,"Petatán",1709,"Improvisada",21,1.23
1333,"Petatán",1709,"Otro",2,0.12
1333,"Petatán",1709,"Particular no registrada",0,0
1401,"Santa Cruz del Quiché",20789,"Total de viviendas colectivas",9,0.04
1401,"Santa Cruz del Quiché",20789,"Casa Formal",20481,98.52
1401,"Santa Cruz del Quiché",20789,"Apartamento",26,0.13
1401,"Santa Cruz del Quiché",20789,"Cuarto de casa de vecindad",38,0.18
1401,"Santa Cruz del Quiché",20789,"Rancho",42,0.2
1401,"Santa Cruz del Quiché",20789,"Improvisada",33,0.16
1401,"Santa Cruz del Quiché",20789,"Otro",17,0.08
1401,"Santa Cruz del Quiché",20789,"Particular no registrada",143,0.69
1402,"Chiché",6241,"Total de viviendas colectivas",0,0
1402,"Chiché",6241,"Casa Formal",6131,98.24
1402,"Chiché",6241,"Apartamento",8,0.13
1402,"Chiché",6241,"Cuarto de casa de vecindad",18,0.29
1402,"Chiché",6241,"Rancho",67,1.07
1402,"Chiché",6241,"Improvisada",7,0.11
1402,"Chiché",6241,"Otro",2,0.03
1402,"Chiché",6241,"Particular no registrada",8,0.13
1403,"Chinique",3097,"Total de viviendas colectivas",0,0
1403,"Chinique",3097,"Casa Formal",3052,98.55
1403,"Chinique",3097,"Apartamento",8,0.26
1403,"Chinique",3097,"Cuarto de casa de vecindad",7,0.23
1403,"Chinique",3097,"Rancho",8,0.26
1403,"Chinique",3097,"Improvisada",4,0.13
1403,"Chinique",3097,"Otro",0,0
1403,"Chinique",3097,"Particular no registrada",18,0.58
1404,"Zacualpa",7705,"Total de viviendas colectivas",0,0
1404,"Zacualpa",7705,"Casa Formal",7624,98.95
1404,"Zacualpa",7705,"Apartamento",11,0.14
1404,"Zacualpa",7705,"Cuarto de casa de vecindad",3,0.04
