"Código","Municipio","Total de viviendas particulares","Material Predominante del Techo","Cantidad de Viviendas","Porcentaje de Viviendas Particulares"
1216,"Catarina",8779,"Paja, palma o similar",24,0.27
1216,"Catarina",8779,"Material de desecho",0,0
1216,"Catarina",8779,"Otro",7,0.08
1216,"Catarina",8779,"No especificado",9,0.1
1217,"Ayutla",10581,"Concreto",1622,15.33
1217,"Ayutla",10581,"Lámina metálica",8825,83.4
1217,"Ayutla",10581,"Asbesto cemento",59,0.56
1217,"Ayutla",10581,"Teja",14,0.13
1217,"Ayutla",10581,"Paja, palma o similar",28,0.26
1217,"Ayutla",10581,"Material de desecho",5,0.05
1217,"Ayutla",10581,"Otro",11,0.1
1217,"Ayutla",10581,"No especificado",17,0.16
1218,"Ocós",3228,"Concreto",97,3
1218,"Ocós",3228,"Lámina metálica",2673,82.81
1218,"Ocós",3228,"Asbesto cemento",19,0.59
1218,"Ocós",3228,"Teja",9,0.28
1218,"Ocós",3228,"Paja, palma o similar",419,12.98
1218,"Ocós",3228,"Material de desecho",4,0.12
1218,"Ocós",3228,"Otro",1,0.03
1218,"Ocós",3228,"No especificado",6,0.19
1219,"San Pablo",12642,"Concreto",2074,16.41
1219,"San Pablo",12642,"Lámina metálica",9985,78.98
1219,"San Pablo",12642,"Asbesto cemento",50,0.4
1219,"San Pablo",12642,"Teja",500,3.96
1219,"San Pablo",12642,"Paja, palma o similar",3,0.02
1219,"San Pablo",12642,"Material de desecho",9,0.07
1219,"San Pablo",12642,"Otro",5,0.04
1219,"San Pablo",12642,"No especificado",16,0.13
1220,"El Quetzal",5926,"Concreto",652,11
1220,"El Quetzal",5926,"Lámina metálica",4821,81.35
1220,"El Quetzal",5926,"Asbesto cemento",24,0.4
1220,"El Quetzal",5926,"Teja",420,7.09
1220,"El Quetzal",5926,"Paja, palma o similar",0,0
1220,"El Quetzal",5926,"Material de desecho",0,0
1220,"El Quetzal",5926,"Otro",7,0.12
1220,"El Quetzal",5926,"No especificado",2,0.03
1221,"La Reforma",4369,"Concreto",542,12.41
1221,"La Reforma",4369,"Lámina metálica",3786,86.66
1221,"La Reforma",4369,"Asbesto cemento",5,0.11
1221,"La Reforma",4369,"Teja",26,0.6
1221,"La Reforma",4369,"Paja, palma o similar",7,0.16
1221,"La Reforma",4369,"Material de desecho",0,0
1221,"La Reforma",4369,"Otro",1,0.02
1221,"La Reforma",4369,"No especificado",2,0.05
1222,"Pajapita",5900,"Concreto",615,10.42
1222,"Pajapita",5900,"Lámina metálica",4865,82.46
1222,"Pajapita",5900,"Asbesto cemento",13,0.22
1222,"Pajapita",5900,"Teja",355,6.02
1222,"Pajapita",5900,"Paja, palma o similar",3,0.05
1222,"Pajapita",5900,"Material de desecho",2,0.03
1222,"Pajapita",5900,"Otro",36,0.61
1222,"Pajapita",5900,"No especificado",11,0.19
1223,"Ixchiguán",6172,"Concreto",2251,36.47
1223,"Ixchiguán",6172,"Lámina metálica",3811,61.75
1223,"Ixchiguán",6172,"Asbesto cemento",26,0.42
1223,"Ixchiguán",6172,"Teja",74,1.2
1223,"Ixchiguán",6172,"Paja, palma o similar",5,0.08
1223,"Ixchiguán",6172,"Material de desecho",0,0
1223,"Ixchiguán",6172,"Otro",1,0.02
1223,"Ixchiguán",6172,"No especificado",4,0.06
1224,"San José Ojetenam",5409,"Concreto",921,17.03
1224,"San José Ojetenam",5409,"Lámina metálica",4403,81.4
1224,"San José Ojetenam",5409,"Asbesto cemento",52,0.96
1224,"San José Ojetenam",5409,"Teja",9,0.17
1224,"San José Ojetenam",5409,"Paja, palma o similar",6,0.11
1224,"San José Ojetenam",5409,"Material de desecho",0,0
1224,"San José Ojetenam",5409,"Otro",7,0.13
1224,"San José Ojetenam",5409,"No especificado",11,0.2
1225,"San Cristóbal Cucho",4842,"Concreto",1483,30.63
1225,"San Cristóbal Cucho",4842,"Lámina metálica",3108,64.19
1225,"San Cristóbal Cucho",4842,"Asbesto cemento",171,3.53
1225,"San Cristóbal Cucho",4842,"Teja",78,1.61
1225,"San Cristóbal Cucho",4842,"Paja, palma o similar",1,0.02
1225,"San Cristóbal Cucho",4842,"Material de desecho",0,0
1225,"San Cristóbal Cucho",4842,"Otro",0,0
1225,"San Cristóbal Cucho",4842,"No especificado",1,0.02
1226,"Sipacapa",5734,"Concreto",438,7.64
1226,"Sipacapa",5734,"Lámina metálica",4407,76.86
1226,"Sipacapa",5734,"Asbesto cemento",8,0.14
1226,"Sipacapa",5734,"Teja",849,14.81
1226,"Sipacapa",5734,"Paja, palma o similar",18,0.31
1226,"Sipacapa",5734,"Material de desecho",1,0.02
1226,"Sipacapa",5734,"Otro",2,0.03
1226,"Sipacapa",5734,"No especificado",11,0.19
1227,"Esquipulas Palo Gordo",3377,"Concreto",765,22.65
1227,"Esquipulas Palo Gordo",3377,"Lámina metálica",2566,75.98
1227,"Esquipulas Palo Gordo",3377,"Asbesto cemento",23,0.68
1227,"Esquipulas Palo Gordo",3377,"Teja",17,0.5
1227,"Esquipulas Palo Gordo",3377,"Paja, palma o similar",0,0
1227,"Esquipulas Palo Gordo",3377,"Material de desecho",0,0
1227,"Esquipulas Palo Gordo",3377,"Otro",2,0.06
1227,"Esquipulas Palo Gordo",3377,"No especificado",4,0.12
1228,"Río Blanco",1723,"Concreto",508,29.48
1228,"Río Blanco",1723,"Lámina metálica",1187,68.89
1228,"Río Blanco",1723,"Asbesto cemento",1,0.06
1228,"Río Blanco",1723,"Teja",23,1.33
1228,"Río Blanco",1723,"Paja, palma o similar",2,0.12
1228,"Río Blanco",1723,"Material de desecho",0,0
1228,"Río Blanco",1723,"Otro",0,0
1228,"Río Blanco",1723,"No especificado",2,0.12
1229,"San Lorenzo",3394,"Concreto",831,24.48
1229,"San Lorenzo",3394,"Lámina metálica",2456,72.36
1229,"San Lorenzo",3394,"Asbesto cemento",5,0.15
1229,"San Lorenzo",3394,"Teja",97,2.86
1229,"San Lorenzo",3394,"Paja, palma o similar",3,0.09
1229,"San Lorenzo",3394,"Material de desecho",0,0
1229,"San Lorenzo",3394,"Otro",0,0
1229,"San Lorenzo",3394,"No especificado",2,0.06
1230,"La Blanca",8055,"Concreto",140,1.74
1230,"La Blanca",8055,"Lámina metálica",6681,82.94
1230,"La Blanca",8055,"Asbesto cemento",23,0.29
1230,"La Blanca",8055,"Teja",71,0.88
1230,"La Blanca",8055,"Paja, palma o similar",1099,13.64
1230,"La Blanca",8055,"Material de desecho",7,0.09
1230,"La Blanca",8055,"Otro",8,0.1
1230,"La Blanca",8055,"No especificado",26,0.32
1301,"Huehuetenango",32397,"Concreto",13295,41.04
1301,"Huehuetenango",32397,"Lámina metálica",13695,42.27
1301,"Huehuetenango",32397,"Asbesto cemento",361,1.11
1301,"Huehuetenango",32397,"Teja",4811,14.85
1301,"Huehuetenango",32397,"Paja, palma o similar",23,0.07
1301,"Huehuetenango",32397,"Material de desecho",4,0.01
1301,"Huehuetenango",32397,"Otro",68,0.21
1301,"Huehuetenango",32397,"No especificado",140,0.43
1302,"Chiantla",19758,"Concreto",3158,15.98
1302,"Chiantla",19758,"Lámina metálica",9363,47.39
1302,"Chiantla",19758,"Asbesto cemento",70,0.35
1302,"Chiantla",19758,"Teja",6968,35.27
1302,"Chiantla",19758,"Paja, palma o similar",119,0.6
1302,"Chiantla",19758,"Material de desecho",1,0.01
1302,"Chiantla",19758,"Otro",60,0.3
1302,"Chiantla",19758,"No especificado",19,0.1
1303,"Malacatancito",5805,"Concreto",518,8.92
1303,"Malacatancito",5805,"Lámina metálica",2752,47.41
1303,"Malacatancito",5805,"Asbesto cemento",152,2.62
1303,"Malacatancito",5805,"Teja",2290,39.45
1303,"Malacatancito",5805,"Paja, palma o similar",8,0.14
1303,"Malacatancito",5805,"Material de desecho",0,0
1303,"Malacatancito",5805,"Otro",1,0.02
1303,"Malacatancito",5805,"No especificado",84,1.45
1304,"Cuilco",16311,"Concreto",1875,11.5
1304,"Cuilco",16311,"Lámina metálica",13905,85.25
1304,"Cuilco",16311,"Asbesto cemento",310,1.9
1304,"Cuilco",16311,"Teja",190,1.16
1304,"Cuilco",16311,"Paja, palma o similar",13,0.08
1304,"Cuilco",16311,"Material de desecho",2,0.01
1304,"Cuilco",16311,"Otro",7,0.04
1304,"Cuilco",16311,"No especificado",9,0.06
1305,"Nentón",10383,"Concreto",1898,18.28
1305,"Nentón",10383,"Lámina metálica",8415,81.05
1305,"Nentón",10383,"Asbesto cemento",35,0.34
1305,"Nentón",10383,"Teja",10,0.1
1305,"Nentón",10383,"Paja, palma o similar",16,0.15
1305,"Nentón",10383,"Material de desecho",3,0.03
1305,"Nentón",10383,"Otro",3,0.03
1305,"Nentón",10383,"No especificado",3,0.03
1306,"San Pedro Necta",9487,"Concreto",1013,10.68
1306,"San Pedro Necta",9487,"Lámina metálica",8259,87.06
1306,"San Pedro Necta",9487,"Asbesto cemento",18,0.19
1306,"San Pedro Necta",9487,"Teja",187,1.97
1306,"San Pedro Necta",9487,"Paja, palma o similar",5,0.05
1306,"San Pedro Necta",9487,"Material de desecho",0,0
1306,"San Pedro Necta",9487,"Otro",3,0.03
1306,"San Pedro Necta",9487,"No especificado",2,0.02
1307,"Jacaltenango",11460,"Concreto",3599,31.4
1307,"Jacaltenango",11460,"Lámina metálica",7705,67.23
1307,"Jacaltenango",11460,"Asbesto cemento",39,0.34
1307,"Jacaltenango",11460,"Teja",44,0.38
1307,"Jacaltenango",11460,"Paja, palma o similar",4,0.03
1307,"Jacaltenango",11460,"Material de desecho",0,0
1307,"Jacaltenango",11460,"Otro",2,0.02
1307,"Jacaltenango",11460,"No especificado",67,0.58
1308,"San Pedro Soloma",11830,"Concreto",3295,27.85
1308,"San Pedro Soloma",11830,"Lámina metálica",8308,70.23
1308,"San Pedro Soloma",11830,"Asbesto cemento",126,1.07
1308,"San Pedro Soloma",11830,"Teja",72,0.61
1308,"San Pedro Soloma",11830,"Paja, palma o similar",9,0.08
1308,"San Pedro Soloma",11830,"Material de desecho",1,0.01
1308,"San Pedro Soloma",11830,"Otro",0,0
1308,"San Pedro Soloma",11830,"No especificado",19,0.16
1309,"San Ildefonso Ixtahuacán",10489,"Concreto",1250,11.92
1309,"San Ildefonso Ixtahuacán",10489,"Lámina metálica",8357,79.67
1309,"San Ildefonso Ixtahuacán",10489,"Asbesto cemento",54,0.51
1309,"San Ildefonso Ixtahuacán",10489,"Teja",791,7.54
1309,"San Ildefonso Ixtahuacán",10489,"Paja, palma o similar",21,0.2
1309,"San Ildefonso Ixtahuacán",10489,"Material de desecho",1,0.01
1309,"San Ildefonso Ixtahuacán",10489,"Otro",9,0.09
1309,"San Ildefonso Ixtahuacán",10489,"No especificado",6,0.06
1310,"Santa Bárbara",9501,"Concreto",489,5.15
1310,"Santa Bárbara",9501,"Lámina metálica",8573,90.23
1310,"Santa Bárbara",9501,"Asbesto cemento",36,0.38
1310,"Santa Bárbara",9501,"Teja",362,3.81
1310,"Santa Bárbara",9501,"Paja, palma o similar",24,0.25
1310,"Santa Bárbara",9501,"Material de desecho",0,0
1310,"Santa Bárbara",9501,"Otro",3,0.03
1310,"Santa Bárbara",9501,"No especificado",14,0.15
1311,"La Libertad",9691,"Concreto",1657,17.1
1311,"La Libertad",9691,"Lámina metálica",7692,79.37
1311,"La Libertad",9691,"Asbesto cemento",150,1.55
1311,"La Libertad",9691,"Teja",156,1.61
1311,"La Libertad",9691,"Paja, palma o similar",12,0.12
1311,"La Libertad",9691,"Material de desecho",0,0
1311,"La Libertad",9691,"Otro",10,0.1
1311,"La Libertad",9691,"No especificado",14,0.14
1312,"La Democracia",15181,"Concreto",3367,22.18
1312,"La Democracia",15181,"Lámina metálica",11417,75.21
1312,"La Democracia",15181,"Asbesto cemento",158,1.04
1312,"La Democracia",15181,"Teja",189,1.24
1312,"La Democracia",15181,"Paja, palma o similar",7,0.05
1312,"La Democracia",15181,"Material de desecho",2,0.01
1312,"La Democracia",15181,"Otro",14,0.09
1312,"La Democracia",15181,"No especificado",27,0.18
1313,"San Miguel Acatán",5113,"Concreto",761,14.88
1313,"San Miguel Acatán",5113,"Lámina metálica",4315,84.39
1313,"San Miguel Acatán",5113,"Asbesto cemento",8,0.16
1313,"San Miguel Acatán",5113,"Teja",9,0.18
1313,"San Miguel Acatán",5113,"Paja, palma o similar",4,0.08
1313,"San Miguel Acatán",5113,"Material de desecho",0,0
1313,"San Miguel Acatán",5113,"Otro",2,0.04
1313,"San Miguel Acatán",5113,"No especificado",14,0.27
1314,"San Rafael La Independencia",3391,"Concreto",679,20.02
1314,"San Rafael La Independencia",3391,"Lámina metálica",2701,79.65
1314,"San Rafael La Independencia",3391,"Asbesto cemento",5,0.15
1314,"San Rafael La Independencia",3391,"Teja",2,0.06
1314,"San Rafael La Independencia",3391,"Paja, palma o similar",2,0.06
1314,"San Rafael La Independencia",3391,"Material de desecho",0,0
1314,"San Rafael La Independencia",3391,"Otro",1,0.03
1314,"San Rafael La Independencia",3391,"No especificado",1,0.03
1315,"Todos Santos Cuchumatán",10190,"Concreto",2875,28.21
1315,"Todos Santos Cuchumatán",10190,"Lámina metálica",5765,56.58
1315,"Todos Santos Cuchumatán",10190,"Asbesto cemento",78,0.77
1315,"Todos Santos Cuchumatán",10190,"Teja",1410,13.84
1315,"Todos Santos Cuchumatán",10190,"Paja, palma o similar",19,0.19
1315,"Todos Santos Cuchumatán",10190,"Material de desecho",2,0.02
1315,"Todos Santos Cuchumatán",10190,"Otro",33,0.32
1315,"Todos Santos Cuchumatán",10190,"No especificado",8,0.08
1316,"San Juan Atitán",6122,"Concreto",687,11.22
1316,"San Juan Atitán",6122,"Lámina metálica",4418,72.17
1316,"San Juan Atitán",6122,"Asbesto cemento",46,0.75
1316,"San Juan Atitán",6122,"Teja",949,15.5
1316,"San Juan Atitán",6122,"Paja, palma o similar",3,0.05
1316,"San Juan Atitán",6122,"Material de desecho",0,0
1316,"San Juan Atitán",6122,"Otro",0,0
1316,"San Juan Atitán",6122,"No especificado",19,0.31
1317,"Santa Eulalia",10388,"Concreto",1453,13.99
1317,"Santa Eulalia",10388,"Lámina metálica",8764,84.37
1317,"Santa Eulalia",10388,"Asbesto cemento",37,0.36
1317,"Santa Eulalia",10388,"Teja",37,0.36
1317,"Santa Eulalia",10388,"Paja, palma o similar",7,0.07
1317,"Santa Eulalia",10388,"Material de desecho",1,0.01
1317,"Santa Eulalia",10388,"Otro",20,0.19
1317,"Santa Eulalia",10388,"No especificado",69,0.66
1318,"San Mateo Ixtatán",10071,"Concreto",2531,25.13
1318,"San Mateo Ixtatán",10071,"Lámina metálica",7255,72.04
1318,"San Mateo Ixtatán",10071,"Asbesto cemento",47,0.47
1318,"San Mateo Ixtatán",10071,"Teja",102,1.01
1318,"San Mateo Ixtatán",10071,"Paja, palma o similar",16,0.16
1318,"San Mateo Ixtatán",10071,"Material de desecho",1,0.01
1318,"San Mateo Ixtatán",10071,"Otro",98,0.97
1318,"San Mateo Ixtatán",10071,"No especificado",21,0.21
1319,"Colotenango",7802,"Concreto",1199,15.37
1319,"Colotenango",7802,"Lámina metálica",5872,75.26
1319,"Colotenango",7802,"Asbesto cemento",22,0.28
1319,"Colotenango",7802,"Teja",689,8.83
1319,"Colotenango",7802,"Paja, palma o similar",8,0.1
1319,"Colotenango",7802,"Material de desecho",0,0
1319,"Colotenango",7802,"Otro",3,0.04
1319,"Colotenango",7802,"No especificado",9,0.12
1320,"San Sebastián Huehuetenango",7818,"Concreto",566,7.24
1320,"San Sebastián Huehuetenango",7818,"Lámina metálica",5822,74.47
1320,"San Sebastián Huehuetenango",7818,"Asbesto cemento",62,0.79
1320,"San Sebastián Huehuetenango",7818,"Teja",1261,16.13
1320,"San Sebastián Huehuetenango",7818,"Paja, palma o similar",85,1.09
1320,"San Sebastián Huehuetenango",7818,"Material de desecho",2,0.03
1320,"San Sebastián Huehuetenango",7818,"Otro",9,0.12
1320,"San Sebastián Huehuetenango",7818,"No especificado",11,0.14
1321,"Tectitán",3089,"Concreto",308,9.97
1321,"Tectitán",3089,"Lámina metálica",2750,89.03
1321,"Tectitán",3089,"Asbesto cemento",18,0.58
1321,"Tectitán",3089,"Teja",7,0.23
1321,"Tectitán",3089,"Paja, palma o similar",1,0.03
1321,"Tectitán",3089,"Material de desecho",0,0
1321,"Tectitán",3089,"Otro",1,0.03
1321,"Tectitán",3089,"No especificado",4,0.13
1322,"Concepción Huista",4710,"Concreto",1729,36.71
1322,"Concepción Huista",4710,"Lámina metálica",2964,62.93
1322,"Concepción Huista",4710,"Asbesto cemento",7,0.15
1322,"Concepción Huista",4710,"Teja",8,0.17
1322,"Concepción Huista",4710,"Paja, palma o similar",1,0.02
1322,"Concepción Huista",4710,"Material de desecho",1,0.02
1322,"Concepción Huista",4710,"Otro",0,0
1322,"Concepción Huista",4710,"No especificado",0,0
1323,"San Juan Ixcoy",6739,"Concreto",895,13.28
1323,"San Juan Ixcoy",6739,"Lámina metálica",5740,85.18
1323,"San Juan Ixcoy",6739,"Asbesto cemento",41,0.61
1323,"San Juan Ixcoy",6739,"Teja",44,0.65
1323,"San Juan Ixcoy",6739,"Paja, palma o similar",10,0.15
1323,"San Juan Ixcoy",6739,"Material de desecho",0,0
1323,"San Juan Ixcoy",6739,"Otro",8,0.12
1323,"San Juan Ixcoy",6739,"No especificado",1,0.01
1324,"San Antonio Huista",4949,"Concreto",790,15.96
1324,"San Antonio Huista",4949,"Lámina metálica",4115,83.15
1324,"San Antonio Huista",4949,"Asbesto cemento",13,0.26
1324,"San Antonio Huista",4949,"Teja",5,0.1
1324,"San Antonio Huista",4949,"Paja, palma o similar",4,0.08
1324,"San Antonio Huista",4949,"Material de desecho",0,0
1324,"San Antonio Huista",4949,"Otro",2,0.04
1324,"San Antonio Huista",4949,"No especificado",20,0.4
1325,"San Sebastián Coatán",6149,"Concreto",1378,22.41
1325,"San Sebastián Coatán",6149,"Lámina metálica",4714,76.66
1325,"San Sebastián Coatán",6149,"Asbesto cemento",35,0.57
1325,"San Sebastián Coatán",6149,"Teja",3,0.05
1325,"San Sebastián Coatán",6149,"Paja, palma o similar",3,0.05
1325,"San Sebastián Coatán",6149,"Material de desecho",0,0
1325,"San Sebastián Coatán",6149,"Otro",0,0
1325,"San Sebastián Coatán",6149,"No especificado",16,0.26
1326,"Santa Cruz Barillas",22921,"Concreto",2803,12.23
1326,"Santa Cruz Barillas",22921,"Lámina metálica",19898,86.81
1326,"Santa Cruz Barillas",22921,"Asbesto cemento",96,0.42
1326,"Santa Cruz Barillas",22921,"Teja",60,0.26
1326,"Santa Cruz Barillas",22921,"Paja, palma o similar",23,0.1
1326,"Santa Cruz Barillas",22921,"Material de desecho",3,0.01
1326,"Santa Cruz Barillas",22921,"Otro",20,0.09
1326,"Santa Cruz Barillas",22921,"No especificado",18,0.08
1327,"Aguacatán",14286,"Concreto",1385,9.69
1327,"Aguacatán",14286,"Lámina metálica",7758,54.3
1327,"Aguacatán",14286,"Asbesto cemento",181,1.27
1327,"Aguacatán",14286,"Teja",4886,34.2
1327,"Aguacatán",14286,"Paja, palma o similar",16,0.11
1327,"Aguacatán",14286,"Material de desecho",4,0.03
1327,"Aguacatán",14286,"Otro",18,0.13
1327,"Aguacatán",14286,"No especificado",38,0.27
1328,"San Rafael Petzal",3107,"Concreto",718,23.11
1328,"San Rafael Petzal",3107,"Lámina metálica",2237,72
1328,"San Rafael Petzal",3107,"Asbesto cemento",6,0.19
1328,"San Rafael Petzal",3107,"Teja",139,4.47
1328,"San Rafael Petzal",3107,"Paja, palma o similar",5,0.16
1328,"San Rafael Petzal",3107,"Material de desecho",0,0
1328,"San Rafael Petzal",3107,"Otro",1,0.03
1328,"San Rafael Petzal",3107,"No especificado",1,0.03
1329,"San Gaspar Ixchil",2460,"Concreto",198,8.05
1329,"San Gaspar Ixchil",2460,"Lámina metálica",2175,88.41
1329,"San Gaspar Ixchil",2460,"Asbesto cemento",5,0.2
1329,"San Gaspar Ixchil",2460,"Teja",72,2.93
1329,"San Gaspar Ixchil",2460,"Paja, palma o similar",0,0
1329,"San Gaspar Ixchil",2460,"Material de desecho",0,0
1329,"San Gaspar Ixchil",2460,"Otro",7,0.28
1329,"San Gaspar Ixchil",2460,"No especificado",3,0.12
1330,"Santiago Chimaltenango",3944,"Concreto",563,14.27
1330,"Santiago Chimaltenango",3944,"Lámina metálica",3125,79.23
1330,"Santiago Chimaltenango",3944,"Asbesto cemento",18,0.46
1330,"Santiago Chimaltenango",3944,"Teja",235,5.96
1330,"Santiago Chimaltenango",3944,"Paja, palma o similar",2,0.05
1330,"Santiago Chimaltenango",3944,"Material de desecho",0,0
1330,"Santiago Chimaltenango",3944,"Otro",0,0
1330,"Santiago Chimaltenango",3944,"No especificado",1,0.03
1331,"Santa Ana Huista",2838,"Concreto",343,12.09
1331,"Santa Ana Huista",2838,"Lámina metálica",2387,84.11
1331,"Santa Ana Huista",2838,"Asbesto cemento",8,0.28
1331,"Santa Ana Huista",2838,"Teja",81,2.85
1331,"Santa Ana Huista",2838,"Paja, palma o similar",0,0
1331,"Santa Ana Huista",2838,"Material de desecho",1,0.04
1331,"Santa Ana Huista",2838,"Otro",15,0.53
1331,"Santa Ana Huista",2838,"No especificado",3,0.11
1332,"Unión Cantinil",4228,"Concreto",682,16.13
1332,"Unión Cantinil",4228,"Lámina metálica",3452,81.65
1332,"Unión Cantinil",4228,"Asbesto cemento",27,0.64
1332,"Unión Cantinil",4228,"Teja",64,1.51
1332,"Unión Cantinil",4228,"Paja, palma o similar",3,0.07
1332,"Unión Cantinil",4228,"Material de desecho",0,0
1332,"Unión Cantinil",4228,"Otro",0,0
1332,"Unión Cantinil",4228,"No especificado",0,0
1333,"Petatán",1709,"Concreto",440,25.75
1333,"Petatán",1709,"Lámina metálica",1264,73.96
1333,"Petatán",1709,"Asbesto cemento",2,0.12
1333,"Petatán",1709,"Teja",2,0.12
1333,"Petatán",1709,"Paja, palma o similar",1,0.06
1333,"Petatán",1709,"Material de desecho",0,0
1333,"Petatán",1709,"Otro",0,0
1333,"Petatán",1709,"No especificado",0,0
1401,"Santa Cruz del Quiché",20780,"Concreto",4423,21.28
1401,"Santa Cruz del Quiché",20780,"Lámina metálica",5749,27.67
1401,"Santa Cruz del Quiché",20780,"Asbesto cemento",162,0.78
1401,"Santa Cruz del Quiché",20780,"Teja",10146,48.83
1401,"Santa Cruz del Quiché",20780,"Paja, palma o similar",43,0.21
1401,"Santa Cruz del Quiché",20780,"Material de desecho",3,0.01
1401,"Santa Cruz del Quiché",20780,"Otro",111,0.53
1401,"Santa Cruz del Quiché",20780,"No especificado",143,0.69
1402,"Chiché",6241,"Concreto",475,7.61
1402,"Chiché",6241,"Lámina metálica",3386,54.25
1402,"Chiché",6241,"Asbesto cemento",21,0.34
1402,"Chiché",6241,"Teja",2274,36.44
1402,"Chiché",6241,"Paja, palma o similar",67,1.07
1402,"Chiché",6241,"Material de desecho",6,0.1
1402,"Chiché",6241,"Otro",4,0.06
1402,"Chiché",6241,"No especificado",8,0.13
1403,"Chinique",3097,"Concreto",509,16.44
1403,"Chinique",3097,"Lámina metálica",981,31.68
1403,"Chinique",3097,"Asbesto cemento",17,0.55
1403,"Chinique",3097,"Teja",1558,50.31
1403,"Chinique",3097,"Paja, palma o similar",8,0.26
1403,"Chinique",3097,"Material de desecho",2,0.06
1403,"Chinique",3097,"Otro",4,0.13
1403,"Chinique",3097,"No especificado",18,0.58
1404,"Zacualpa",7705,"Concreto",1189,15.43
1404,"Zacualpa",7705,"Lámina metálica",3814,49.5
1404,"Zacualpa",7705,"Asbesto cemento",55,0.71
1404,"Zacualpa",7705,"Teja",2626,34.08
1404,"Zacualpa",7705,"Paja, palma o similar",12,0.16
1404,"Zacualpa",7705,"Material de desecho",0,0
1404,"Zacualpa",7705,"Otro",5,0.06
1404,"Zacualpa",7705,"No especificado",4,0.05
1405,"Chajul",9552,"Concreto",818,8.56
1405,"Chajul",9552,"Lámina metálica",7239,75.79
1405,"Chajul",9552,"Asbesto cemento",58,0.61
1405,"Chajul",9552,"Teja",1408,14.74
1405,"Chajul",9552,"Paja, palma o similar",25,0.26
1405,"Chajul",9552,"Material de desecho",0,0
1405,"Chajul",9552,"Otro",3,0.03
1405,"Chajul",9552,"No especificado",1,0.01
1406,"Santo Tomás Chichicastenango",29575,"Concreto",2634,8.91
1406,"Santo Tomás Chichicastenango",29575,"Lámina metálica",22927,77.52
1406,"Santo Tomás Chichicastenango",29575,"Asbesto cemento",296,1
1406,"Santo Tomás Chichicastenango",29575,"Teja",3529,11.93
1406,"Santo Tomás Chichicastenango",29575,"Paja, palma o similar",15,0.05
1406,"Santo Tomás Chichicastenango",29575,"Material de desecho",6,0.02
1406,"Santo Tomás Chichicastenango",29575,"Otro",50,0.17
1406,"Santo Tomás Chichicastenango",29575,"No especificado",118,0.4
1407,"Patzité",1353,"Concreto",109,8.06
1407,"Patzité",1353,"Lámina metálica",562,41.54
1407,"Patzité",1353,"Asbesto cemento",14,1.03
1407,"Patzité",1353,"Teja",658,48.63
1407,"Patzité",1353,"Paja, palma o similar",3,0.22
1407,"Patzité",1353,"Material de desecho",0,0
1407,"Patzité",1353,"Otro",2,0.15
1407,"Patzité",1353,"No especificado",5,0.37
1408,"San Antonio Ilotenango",5315,"Concreto",319,6
1408,"San Antonio Ilotenango",5315,"Lámina metálica",1508,28.37
1408,"San Antonio Ilotenango",5315,"Asbesto cemento",117,2.2
1408,"San Antonio Ilotenango",5315,"Teja",3291,61.92
1408,"San Antonio Ilotenango",5315,"Paja, palma o similar",16,0.3
1408,"San Antonio Ilotenango",5315,"Material de desecho",0,0
1408,"San Antonio Ilotenango",5315,"Otro",11,0.21
1408,"San Antonio Ilotenango",5315,"No especificado",53,1
1409,"San Pedro Jocopilas",6518,"Concreto",220,3.38
1409,"San Pedro Jocopilas",6518,"Lámina metálica",1732,26.57
1409,"San Pedro Jocopilas",6518,"Asbesto cemento",39,0.6
1409,"San Pedro Jocopilas",6518,"Teja",4482,68.76
1409,"San Pedro Jocopilas",6518,"Paja, palma o similar",19,0.29
1409,"San Pedro Jocopilas",6518,"Material de desecho",1,0.02
1409,"San Pedro Jocopilas",6518,"Otro",1,0.02
1409,"San Pedro Jocopilas",6518,"No especificado",24,0.37
1410,"Cunén",7976,"Concreto",867,10.87
1410,"Cunén",7976,"Lámina metálica",4828,60.53
1410,"Cunén",7976,"Asbesto cemento",85,1.07
1410,"Cunén",7976,"Teja",2175,27.27
1410,"Cunén",7976,"Paja, palma o similar",15,0.19
1410,"Cunén",7976,"Material de desecho",0,0
1410,"Cunén",7976,"Otro",3,0.04
1410,"Cunén",7976,"No especificado",3,0.04
1411,"San Juan Cotzal",6530,"Concreto",570,8.73
1411,"San Juan Cotzal",6530,"Lámina metálica",5473,83.81
1411,"San Juan Cotzal",6530,"Asbesto cemento",40,0.61
1411,"San Juan Cotzal",6530,"Teja",425,6.51
1411,"San Juan Cotzal",6530,"Paja, palma o similar",5,0.08
1411,"San Juan Cotzal",6530,"Material de desecho",0,0
1411,"San Juan Cotzal",6530,"Otro",1,0.02
1411,"San Juan Cotzal",6530,"No especificado",16,0.25
1412,"Joyabaj",19955,"Concreto",3027,15.17
1412,"Joyabaj",19955,"Lámina metálica",14174,71.03
1412,"Joyabaj",19955,"Asbesto cemento",239,1.2
1412,"Joyabaj",19955,"Teja",2445,12.25
1412,"Joyabaj",19955,"Paja, palma o similar",17,0.09
1412,"Joyabaj",19955,"Material de desecho",6,0.03
1412,"Joyabaj",19955,"Otro",12,0.06
1412,"Joyabaj",19955,"No especificado",35,0.18
1413,"Santa María Nebaj",18723,"Concreto",3842,20.52
1413,"Santa María Nebaj",18723,"Lámina metálica",13039,69.64
