"Código","Municipio","Total de personas","Relacion con el Jefe","Cantidad de Personas","Porcentaje de Poblacion"
1603,"San Cristóbal Verapaz",68819,"Hermana o hermano",561,0.82
1603,"San Cristóbal Verapaz",68819,"Madre o padre",632,0.92
1603,"San Cristóbal Verapaz",68819,"Suegra o suegro",219,0.32
1603,"San Cristóbal Verapaz",68819,"Cuñada o cuñado",187,0.27
1603,"San Cristóbal Verapaz",68819,"Otra(o) pariente",923,1.34
1603,"San Cristóbal Verapaz",68819,"No parientes",296,0.43
1604,"Tactic",38052,"Jefe(a) de hogar",7802,20.5
1604,"Tactic",38052,"Esposa(o) o pareja",5790,15.22
1604,"Tactic",38052,"Hija(o) o hijastra(o)",19525,51.31
1604,"Tactic",38052,"Nuera o yerno",870,2.29
1604,"Tactic",38052,"Nieta o nieto",2332,6.13
1604,"Tactic",38052,"Hermana o hermano",322,0.85
1604,"Tactic",38052,"Madre o padre",282,0.74
1604,"Tactic",38052,"Suegra o suegro",107,0.28
1604,"Tactic",38052,"Cuñada o cuñado",102,0.27
1604,"Tactic",38052,"Otra(o) pariente",607,1.6
1604,"Tactic",38052,"No parientes",291,0.76
1605,"Tamahú",19984,"Jefe(a) de hogar",3614,18.08
1605,"Tamahú",19984,"Esposa(o) o pareja",2988,14.95
1605,"Tamahú",19984,"Hija(o) o hijastra(o)",10879,54.44
1605,"Tamahú",19984,"Nuera o yerno",618,3.09
1605,"Tamahú",19984,"Nieta o nieto",1190,5.95
1605,"Tamahú",19984,"Hermana o hermano",132,0.66
1605,"Tamahú",19984,"Madre o padre",150,0.75
1605,"Tamahú",19984,"Suegra o suegro",48,0.24
1605,"Tamahú",19984,"Cuñada o cuñado",37,0.19
1605,"Tamahú",19984,"Otra(o) pariente",246,1.23
1605,"Tamahú",19984,"No parientes",77,0.39
1606,"San Miguel Tucurú",43473,"Jefe(a) de hogar",8375,19.26
1606,"San Miguel Tucurú",43473,"Esposa(o) o pareja",6999,16.1
1606,"San Miguel Tucurú",43473,"Hija(o) o hijastra(o)",23341,53.69
1606,"San Miguel Tucurú",43473,"Nuera o yerno",1061,2.44
1606,"San Miguel Tucurú",43473,"Nieta o nieto",2281,5.25
1606,"San Miguel Tucurú",43473,"Hermana o hermano",212,0.49
1606,"San Miguel Tucurú",43473,"Madre o padre",302,0.69
1606,"San Miguel Tucurú",43473,"Suegra o suegro",113,0.26
1606,"San Miguel Tucurú",43473,"Cuñada o cuñado",67,0.15
1606,"San Miguel Tucurú",43473,"Otra(o) pariente",546,1.26
1606,"San Miguel Tucurú",43473,"No parientes",170,0.39
1607,"Panzós",71846,"Jefe(a) de hogar",13066,18.19
1607,"Panzós",71846,"Esposa(o) o pareja",11038,15.36
1607,"Panzós",71846,"Hija(o) o hijastra(o)",37878,52.72
1607,"Panzós",71846,"Nuera o yerno",2182,3.04
1607,"Panzós",71846,"Nieta o nieto",4987,6.94
1607,"Panzós",71846,"Hermana o hermano",413,0.57
1607,"Panzós",71846,"Madre o padre",440,0.61
1607,"Panzós",71846,"Suegra o suegro",210,0.29
1607,"Panzós",71846,"Cuñada o cuñado",159,0.22
1607,"Panzós",71846,"Otra(o) pariente",1104,1.54
1607,"Panzós",71846,"No parientes",365,0.51
1608,"Senahú",91974,"Jefe(a) de hogar",16573,18.02
1608,"Senahú",91974,"Esposa(o) o pareja",14609,15.88
1608,"Senahú",91974,"Hija(o) o hijastra(o)",49074,53.36
1608,"Senahú",91974,"Nuera o yerno",3257,3.54
1608,"Senahú",91974,"Nieta o nieto",5926,6.44
1608,"Senahú",91974,"Hermana o hermano",440,0.48
1608,"Senahú",91974,"Madre o padre",519,0.56
1608,"Senahú",91974,"Suegra o suegro",196,0.21
1608,"Senahú",91974,"Cuñada o cuñado",141,0.15
1608,"Senahú",91974,"Otra(o) pariente",975,1.06
1608,"Senahú",91974,"No parientes",261,0.28
1609,"San Pedro Carchá",235275,"Jefe(a) de hogar",43589,18.53
1609,"San Pedro Carchá",235275,"Esposa(o) o pareja",36472,15.5
1609,"San Pedro Carchá",235275,"Hija(o) o hijastra(o)",124683,52.99
1609,"San Pedro Carchá",235275,"Nuera o yerno",7741,3.29
1609,"San Pedro Carchá",235275,"Nieta o nieto",14639,6.22
1609,"San Pedro Carchá",235275,"Hermana o hermano",1553,0.66
1609,"San Pedro Carchá",235275,"Madre o padre",1710,0.73
1609,"San Pedro Carchá",235275,"Suegra o suegro",487,0.21
1609,"San Pedro Carchá",235275,"Cuñada o cuñado",447,0.19
1609,"San Pedro Carchá",235275,"Otra(o) pariente",2860,1.22
1609,"San Pedro Carchá",235275,"No parientes",1016,0.43
1610,"San Juan Chamelco",57456,"Jefe(a) de hogar",11064,19.26
1610,"San Juan Chamelco",57456,"Esposa(o) o pareja",8914,15.51
1610,"San Juan Chamelco",57456,"Hija(o) o hijastra(o)",30394,52.9
1610,"San Juan Chamelco",57456,"Nuera o yerno",1714,2.98
1610,"San Juan Chamelco",57456,"Nieta o nieto",3325,5.79
1610,"San Juan Chamelco",57456,"Hermana o hermano",386,0.67
1610,"San Juan Chamelco",57456,"Madre o padre",446,0.78
1610,"San Juan Chamelco",57456,"Suegra o suegro",96,0.17
1610,"San Juan Chamelco",57456,"Cuñada o cuñado",128,0.22
1610,"San Juan Chamelco",57456,"Otra(o) pariente",708,1.23
1610,"San Juan Chamelco",57456,"No parientes",268,0.47
1611,"San Agustín Lanquín",24099,"Jefe(a) de hogar",4382,18.18
1611,"San Agustín Lanquín",24099,"Esposa(o) o pareja",3767,15.63
1611,"San Agustín Lanquín",24099,"Hija(o) o hijastra(o)",12794,53.09
1611,"San Agustín Lanquín",24099,"Nuera o yerno",894,3.71
1611,"San Agustín Lanquín",24099,"Nieta o nieto",1544,6.41
1611,"San Agustín Lanquín",24099,"Hermana o hermano",104,0.43
1611,"San Agustín Lanquín",24099,"Madre o padre",134,0.56
1611,"San Agustín Lanquín",24099,"Suegra o suegro",24,0.1
1611,"San Agustín Lanquín",24099,"Cuñada o cuñado",27,0.11
1611,"San Agustín Lanquín",24099,"Otra(o) pariente",345,1.43
1611,"San Agustín Lanquín",24099,"No parientes",84,0.35
1612,"Santa María Cahabón",64911,"Jefe(a) de hogar",11707,18.04
1612,"Santa María Cahabón",64911,"Esposa(o) o pareja",10451,16.1
1612,"Santa María Cahabón",64911,"Hija(o) o hijastra(o)",34214,52.71
1612,"Santa María Cahabón",64911,"Nuera o yerno",2438,3.76
1612,"Santa María Cahabón",64911,"Nieta o nieto",3808,5.87
1612,"Santa María Cahabón",64911,"Hermana o hermano",343,0.53
1612,"Santa María Cahabón",64911,"Madre o padre",492,0.76
1612,"Santa María Cahabón",64911,"Suegra o suegro",131,0.2
1612,"Santa María Cahabón",64911,"Cuñada o cuñado",112,0.17
1612,"Santa María Cahabón",64911,"Otra(o) pariente",897,1.38
1612,"Santa María Cahabón",64911,"No parientes",311,0.48
1613,"Chisec",84553,"Jefe(a) de hogar",14919,17.64
1613,"Chisec",84553,"Esposa(o) o pareja",12995,15.37
1613,"Chisec",84553,"Hija(o) o hijastra(o)",46139,54.57
1613,"Chisec",84553,"Nuera o yerno",2792,3.3
1613,"Chisec",84553,"Nieta o nieto",4913,5.81
1613,"Chisec",84553,"Hermana o hermano",378,0.45
1613,"Chisec",84553,"Madre o padre",497,0.59
1613,"Chisec",84553,"Suegra o suegro",204,0.24
1613,"Chisec",84553,"Cuñada o cuñado",149,0.18
1613,"Chisec",84553,"Otra(o) pariente",1159,1.37
1613,"Chisec",84553,"No parientes",408,0.48
1614,"Chahal",26644,"Jefe(a) de hogar",5029,18.87
1614,"Chahal",26644,"Esposa(o) o pareja",4429,16.62
1614,"Chahal",26644,"Hija(o) o hijastra(o)",13734,51.55
1614,"Chahal",26644,"Nuera o yerno",799,3
1614,"Chahal",26644,"Nieta o nieto",1686,6.33
1614,"Chahal",26644,"Hermana o hermano",142,0.53
1614,"Chahal",26644,"Madre o padre",167,0.63
1614,"Chahal",26644,"Suegra o suegro",82,0.31
1614,"Chahal",26644,"Cuñada o cuñado",62,0.23
1614,"Chahal",26644,"Otra(o) pariente",399,1.5
1614,"Chahal",26644,"No parientes",105,0.39
1615,"Fray Bartolomé de las Casas",66141,"Jefe(a) de hogar",12554,18.98
1615,"Fray Bartolomé de las Casas",66141,"Esposa(o) o pareja",10430,15.77
1615,"Fray Bartolomé de las Casas",66141,"Hija(o) o hijastra(o)",34337,51.91
1615,"Fray Bartolomé de las Casas",66141,"Nuera o yerno",1991,3.01
1615,"Fray Bartolomé de las Casas",66141,"Nieta o nieto",4279,6.47
1615,"Fray Bartolomé de las Casas",66141,"Hermana o hermano",389,0.59
1615,"Fray Bartolomé de las Casas",66141,"Madre o padre",441,0.67
1615,"Fray Bartolomé de las Casas",66141,"Suegra o suegro",160,0.24
1615,"Fray Bartolomé de las Casas",66141,"Cuñada o cuñado",146,0.22
1615,"Fray Bartolomé de las Casas",66141,"Otra(o) pariente",1048,1.58
1615,"Fray Bartolomé de las Casas",66141,"No parientes",362,0.55
1616,"Santa Catalina La Tinta",40516,"Jefe(a) de hogar",7710,19.03
1616,"Santa Catalina La Tinta",40516,"Esposa(o) o pareja",6221,15.35
1616,"Santa Catalina La Tinta",40516,"Hija(o) o hijastra(o)",20534,50.68
1616,"Santa Catalina La Tinta",40516,"Nuera o yerno",1259,3.11
1616,"Santa Catalina La Tinta",40516,"Nieta o nieto",2995,7.39
1616,"Santa Catalina La Tinta",40516,"Hermana o hermano",265,0.65
1616,"Santa Catalina La Tinta",40516,"Madre o padre",281,0.69
1616,"Santa Catalina La Tinta",40516,"Suegra o suegro",98,0.24
1616,"Santa Catalina La Tinta",40516,"Cuñada o cuñado",99,0.24
1616,"Santa Catalina La Tinta",40516,"Otra(o) pariente",798,1.97
1616,"Santa Catalina La Tinta",40516,"No parientes",252,0.62
1617,"Raxruhá",36832,"Jefe(a) de hogar",6659,18.08
1617,"Raxruhá",36832,"Esposa(o) o pareja",5665,15.38
1617,"Raxruhá",36832,"Hija(o) o hijastra(o)",19362,52.57
1617,"Raxruhá",36832,"Nuera o yerno",1206,3.27
1617,"Raxruhá",36832,"Nieta o nieto",2714,7.37
1617,"Raxruhá",36832,"Hermana o hermano",202,0.55
1617,"Raxruhá",36832,"Madre o padre",197,0.53
1617,"Raxruhá",36832,"Suegra o suegro",96,0.26
1617,"Raxruhá",36832,"Cuñada o cuñado",84,0.23
1617,"Raxruhá",36832,"Otra(o) pariente",483,1.31
1617,"Raxruhá",36832,"No parientes",158,0.43
1701,"Flores",38186,"Jefe(a) de hogar",10321,27.03
1701,"Flores",38186,"Esposa(o) o pareja",6711,17.57
1701,"Flores",38186,"Hija(o) o hijastra(o)",17438,45.67
1701,"Flores",38186,"Nuera o yerno",246,0.64
1701,"Flores",38186,"Nieta o nieto",1268,3.32
1701,"Flores",38186,"Hermana o hermano",464,1.22
1701,"Flores",38186,"Madre o padre",288,0.75
1701,"Flores",38186,"Suegra o suegro",67,0.18
1701,"Flores",38186,"Cuñada o cuñado",93,0.24
1701,"Flores",38186,"Otra(o) pariente",655,1.72
1701,"Flores",38186,"No parientes",279,0.73
1702,"San José",6989,"Jefe(a) de hogar",1443,20.65
1702,"San José",6989,"Esposa(o) o pareja",1125,16.1
1702,"San José",6989,"Hija(o) o hijastra(o)",3426,49.02
1702,"San José",6989,"Nuera o yerno",173,2.48
1702,"San José",6989,"Nieta o nieto",534,7.64
1702,"San José",6989,"Hermana o hermano",54,0.77
1702,"San José",6989,"Madre o padre",25,0.36
1702,"San José",6989,"Suegra o suegro",33,0.47
1702,"San José",6989,"Cuñada o cuñado",27,0.39
1702,"San José",6989,"Otra(o) pariente",87,1.24
1702,"San José",6989,"No parientes",58,0.83
1703,"San Benito",43841,"Jefe(a) de hogar",11419,26.05
1703,"San Benito",43841,"Esposa(o) o pareja",7653,17.46
1703,"San Benito",43841,"Hija(o) o hijastra(o)",20274,46.24
1703,"San Benito",43841,"Nuera o yerno",361,0.82
1703,"San Benito",43841,"Nieta o nieto",1856,4.23
1703,"San Benito",43841,"Hermana o hermano",549,1.25
1703,"San Benito",43841,"Madre o padre",297,0.68
1703,"San Benito",43841,"Suegra o suegro",132,0.3
1703,"San Benito",43841,"Cuñada o cuñado",128,0.29
1703,"San Benito",43841,"Otra(o) pariente",842,1.92
1703,"San Benito",43841,"No parientes",288,0.66
1704,"San Andrés",32878,"Jefe(a) de hogar",7189,21.87
1704,"San Andrés",32878,"Esposa(o) o pareja",5573,16.95
1704,"San Andrés",32878,"Hija(o) o hijastra(o)",16678,50.73
1704,"San Andrés",32878,"Nuera o yerno",462,1.41
1704,"San Andrés",32878,"Nieta o nieto",1626,4.95
1704,"San Andrés",32878,"Hermana o hermano",319,0.97
1704,"San Andrés",32878,"Madre o padre",164,0.5
1704,"San Andrés",32878,"Suegra o suegro",60,0.18
1704,"San Andrés",32878,"Cuñada o cuñado",92,0.28
1704,"San Andrés",32878,"Otra(o) pariente",537,1.63
1704,"San Andrés",32878,"No parientes",174,0.53
1705,"La Libertad",71939,"Jefe(a) de hogar",15909,22.11
1705,"La Libertad",71939,"Esposa(o) o pareja",12071,16.78
1705,"La Libertad",71939,"Hija(o) o hijastra(o)",36875,51.26
1705,"La Libertad",71939,"Nuera o yerno",897,1.25
1705,"La Libertad",71939,"Nieta o nieto",3364,4.68
1705,"La Libertad",71939,"Hermana o hermano",503,0.7
1705,"La Libertad",71939,"Madre o padre",315,0.44
1705,"La Libertad",71939,"Suegra o suegro",134,0.19
1705,"La Libertad",71939,"Cuñada o cuñado",211,0.29
1705,"La Libertad",71939,"Otra(o) pariente",1229,1.71
1705,"La Libertad",71939,"No parientes",428,0.59
1706,"San Francisco",15371,"Jefe(a) de hogar",3525,22.93
1706,"San Francisco",15371,"Esposa(o) o pareja",2686,17.47
1706,"San Francisco",15371,"Hija(o) o hijastra(o)",7372,47.96
1706,"San Francisco",15371,"Nuera o yerno",260,1.69
1706,"San Francisco",15371,"Nieta o nieto",850,5.53
1706,"San Francisco",15371,"Hermana o hermano",118,0.77
1706,"San Francisco",15371,"Madre o padre",83,0.54
1706,"San Francisco",15371,"Suegra o suegro",31,0.2
1706,"San Francisco",15371,"Cuñada o cuñado",52,0.34
1706,"San Francisco",15371,"Otra(o) pariente",297,1.93
1706,"San Francisco",15371,"No parientes",93,0.61
1707,"Santa Ana",21970,"Jefe(a) de hogar",4997,22.74
1707,"Santa Ana",21970,"Esposa(o) o pareja",3682,16.76
1707,"Santa Ana",21970,"Hija(o) o hijastra(o)",10546,48
1707,"Santa Ana",21970,"Nuera o yerno",365,1.66
1707,"Santa Ana",21970,"Nieta o nieto",1456,6.63
1707,"Santa Ana",21970,"Hermana o hermano",175,0.8
1707,"Santa Ana",21970,"Madre o padre",99,0.45
1707,"Santa Ana",21970,"Suegra o suegro",38,0.17
1707,"Santa Ana",21970,"Cuñada o cuñado",77,0.35
1707,"Santa Ana",21970,"Otra(o) pariente",406,1.85
1707,"Santa Ana",21970,"No parientes",118,0.54
1708,"Dolores",26920,"Jefe(a) de hogar",5895,21.9
1708,"Dolores",26920,"Esposa(o) o pareja",4422,16.43
1708,"Dolores",26920,"Hija(o) o hijastra(o)",13486,50.1
1708,"Dolores",26920,"Nuera o yerno",377,1.4
1708,"Dolores",26920,"Nieta o nieto",1633,6.07
1708,"Dolores",26920,"Hermana o hermano",209,0.78
1708,"Dolores",26920,"Madre o padre",112,0.42
1708,"Dolores",26920,"Suegra o suegro",40,0.15
1708,"Dolores",26920,"Cuñada o cuñado",81,0.3
1708,"Dolores",26920,"Otra(o) pariente",461,1.71
1708,"Dolores",26920,"No parientes",182,0.68
1709,"San Luis",67038,"Jefe(a) de hogar",15470,23.08
1709,"San Luis",67038,"Esposa(o) o pareja",12321,18.38
1709,"San Luis",67038,"Hija(o) o hijastra(o)",34023,50.75
1709,"San Luis",67038,"Nuera o yerno",634,0.95
1709,"San Luis",67038,"Nieta o nieto",2564,3.82
1709,"San Luis",67038,"Hermana o hermano",361,0.54
1709,"San Luis",67038,"Madre o padre",260,0.39
1709,"San Luis",67038,"Suegra o suegro",141,0.21
1709,"San Luis",67038,"Cuñada o cuñado",148,0.22
1709,"San Luis",67038,"Otra(o) pariente",803,1.2
1709,"San Luis",67038,"No parientes",247,0.37
1710,"Sayaxché",93414,"Jefe(a) de hogar",19461,20.83
1710,"Sayaxché",93414,"Esposa(o) o pareja",15990,17.12
1710,"Sayaxché",93414,"Hija(o) o hijastra(o)",49170,52.64
1710,"Sayaxché",93414,"Nuera o yerno",1477,1.58
1710,"Sayaxché",93414,"Nieta o nieto",4145,4.44
1710,"Sayaxché",93414,"Hermana o hermano",569,0.61
1710,"Sayaxché",93414,"Madre o padre",387,0.41
1710,"Sayaxché",93414,"Suegra o suegro",186,0.2
1710,"Sayaxché",93414,"Cuñada o cuñado",265,0.28
1710,"Sayaxché",93414,"Otra(o) pariente",1262,1.35
1710,"Sayaxché",93414,"No parientes",457,0.49
1711,"Melchor de Mencos",28238,"Jefe(a) de hogar",6822,24.16
1711,"Melchor de Mencos",28238,"Esposa(o) o pareja",4894,17.33
1711,"Melchor de Mencos",28238,"Hija(o) o hijastra(o)",13119,46.46
1711,"Melchor de Mencos",28238,"Nuera o yerno",387,1.37
1711,"Melchor de Mencos",28238,"Nieta o nieto",1757,6.22
1711,"Melchor de Mencos",28238,"Hermana o hermano",268,0.95
1711,"Melchor de Mencos",28238,"Madre o padre",146,0.52
1711,"Melchor de Mencos",28238,"Suegra o suegro",57,0.2
1711,"Melchor de Mencos",28238,"Cuñada o cuñado",97,0.34
1711,"Melchor de Mencos",28238,"Otra(o) pariente",456,1.61
1711,"Melchor de Mencos",28238,"No parientes",229,0.81
1712,"Poptún",52282,"Jefe(a) de hogar",11894,22.75
1712,"Poptún",52282,"Esposa(o) o pareja",8535,16.32
1712,"Poptún",52282,"Hija(o) o hijastra(o)",25597,48.96
1712,"Poptún",52282,"Nuera o yerno",790,1.51
1712,"Poptún",52282,"Nieta o nieto",2824,5.4
1712,"Poptún",52282,"Hermana o hermano",503,0.96
1712,"Poptún",52282,"Madre o padre",358,0.68
1712,"Poptún",52282,"Suegra o suegro",153,0.29
1712,"Poptún",52282,"Cuñada o cuñado",214,0.41
1712,"Poptún",52282,"Otra(o) pariente",884,1.69
1712,"Poptún",52282,"No parientes",357,0.68
1713,"Las Cruces",32715,"Jefe(a) de hogar",7049,21.55
1713,"Las Cruces",32715,"Esposa(o) o pareja",5466,16.71
1713,"Las Cruces",32715,"Hija(o) o hijastra(o)",16312,49.86
1713,"Las Cruces",32715,"Nuera o yerno",585,1.79
1713,"Las Cruces",32715,"Nieta o nieto",1971,6.02
1713,"Las Cruces",32715,"Hermana o hermano",207,0.63
1713,"Las Cruces",32715,"Madre o padre",133,0.41
1713,"Las Cruces",32715,"Suegra o suegro",60,0.18
1713,"Las Cruces",32715,"Cuñada o cuñado",97,0.3
1713,"Las Cruces",32715,"Otra(o) pariente",619,1.89
1713,"Las Cruces",32715,"No parientes",215,0.66
1714,"El Chal",13819,"Jefe(a) de hogar",3256,23.56
1714,"El Chal",13819,"Esposa(o) o pareja",2479,17.94
1714,"El Chal",13819,"Hija(o) o hijastra(o)",6808,49.27
1714,"El Chal",13819,"Nuera o yerno",106,0.77
1714,"El Chal",13819,"Nieta o nieto",663,4.8
1714,"El Chal",13819,"Hermana o hermano",110,0.8
1714,"El Chal",13819,"Madre o padre",46,0.33
1714,"El Chal",13819,"Suegra o suegro",30,0.22
1714,"El Chal",13819,"Cuñada o cuñado",44,0.32
1714,"El Chal",13819,"Otra(o) pariente",205,1.48
1714,"El Chal",13819,"No parientes",72,0.52
1801,"Puerto Barrios",100593,"Jefe(a) de hogar",26612,26.46
1801,"Puerto Barrios",100593,"Esposa(o) o pareja",16306,16.21
1801,"Puerto Barrios",100593,"Hija(o) o hijastra(o)",40909,40.67
1801,"Puerto Barrios",100593,"Nuera o yerno",1713,1.7
1801,"Puerto Barrios",100593,"Nieta o nieto",7277,7.23
1801,"Puerto Barrios",100593,"Hermana o hermano",1418,1.41
1801,"Puerto Barrios",100593,"Madre o padre",928,0.92
1801,"Puerto Barrios",100593,"Suegra o suegro",310,0.31
1801,"Puerto Barrios",100593,"Cuñada o cuñado",371,0.37
1801,"Puerto Barrios",100593,"Otra(o) pariente",2749,2.73
1801,"Puerto Barrios",100593,"No parientes",1094,1.09
1802,"Livingston",73492,"Jefe(a) de hogar",15934,21.68
1802,"Livingston",73492,"Esposa(o) o pareja",11952,16.26
1802,"Livingston",73492,"Hija(o) o hijastra(o)",36960,50.29
1802,"Livingston",73492,"Nuera o yerno",1352,1.84
1802,"Livingston",73492,"Nieta o nieto",4312,5.87
1802,"Livingston",73492,"Hermana o hermano",508,0.69
1802,"Livingston",73492,"Madre o padre",404,0.55
1802,"Livingston",73492,"Suegra o suegro",152,0.21
1802,"Livingston",73492,"Cuñada o cuñado",170,0.23
1802,"Livingston",73492,"Otra(o) pariente",1242,1.69
1802,"Livingston",73492,"No parientes",502,0.68
1803,"El Estor",73328,"Jefe(a) de hogar",13845,18.88
1803,"El Estor",73328,"Esposa(o) o pareja",11540,15.74
1803,"El Estor",73328,"Hija(o) o hijastra(o)",39687,54.12
1803,"El Estor",73328,"Nuera o yerno",1705,2.33
1803,"El Estor",73328,"Nieta o nieto",3972,5.42
1803,"El Estor",73328,"Hermana o hermano",447,0.61
1803,"El Estor",73328,"Madre o padre",390,0.53
1803,"El Estor",73328,"Suegra o suegro",141,0.19
1803,"El Estor",73328,"Cuñada o cuñado",147,0.2
1803,"El Estor",73328,"Otra(o) pariente",1010,1.38
1803,"El Estor",73328,"No parientes",354,0.48
1804,"Morales",100361,"Jefe(a) de hogar",24458,24.37
1804,"Morales",100361,"Esposa(o) o pareja",15903,15.85
1804,"Morales",100361,"Hija(o) o hijastra(o)",44384,44.22
1804,"Morales",100361,"Nuera o yerno",1901,1.89
1804,"Morales",100361,"Nieta o nieto",8031,8
1804,"Morales",100361,"Hermana o hermano",1148,1.14
1804,"Morales",100361,"Madre o padre",675,0.67
1804,"Morales",100361,"Suegra o suegro",275,0.27
1804,"Morales",100361,"Cuñada o cuñado",361,0.36
1804,"Morales",100361,"Otra(o) pariente",2288,2.28
1804,"Morales",100361,"No parientes",921,0.92
1805,"Los Amates",60914,"Jefe(a) de hogar",13937,22.88
1805,"Los Amates",60914,"Esposa(o) o pareja",9574,15.72
1805,"Los Amates",60914,"Hija(o) o hijastra(o)",28186,46.27
1805,"Los Amates",60914,"Nuera o yerno",1116,1.83
1805,"Los Amates",60914,"Nieta o nieto",4654,7.64
1805,"Los Amates",60914,"Hermana o hermano",668,1.1
1805,"Los Amates",60914,"Madre o padre",444,0.73
1805,"Los Amates",60914,"Suegra o suegro",178,0.29
1805,"Los Amates",60914,"Cuñada o cuñado",205,0.34
1805,"Los Amates",60914,"Otra(o) pariente",1400,2.3
1805,"Los Amates",60914,"No parientes",519,0.85
1901,"Zacapa",60424,"Jefe(a) de hogar",15235,25.21
1901,"Zacapa",60424,"Esposa(o) o pareja",9424,15.6
1901,"Zacapa",60424,"Hija(o) o hijastra(o)",25381,42
1901,"Zacapa",60424,"Nuera o yerno",1126,1.86
1901,"Zacapa",60424,"Nieta o nieto",4417,7.31
1901,"Zacapa",60424,"Hermana o hermano",840,1.39
1901,"Zacapa",60424,"Madre o padre",546,0.9
1901,"Zacapa",60424,"Suegra o suegro",191,0.32
1901,"Zacapa",60424,"Cuñada o cuñado",216,0.36
1901,"Zacapa",60424,"Otra(o) pariente",1649,2.73
1901,"Zacapa",60424,"No parientes",664,1.1
1902,"Estanzuela",9797,"Jefe(a) de hogar",2518,25.7
1902,"Estanzuela",9797,"Esposa(o) o pareja",1593,16.26
1902,"Estanzuela",9797,"Hija(o) o hijastra(o)",3810,38.89
1902,"Estanzuela",9797,"Nuera o yerno",240,2.45
1902,"Estanzuela",9797,"Nieta o nieto",732,7.47
1902,"Estanzuela",9797,"Hermana o hermano",129,1.32
1902,"Estanzuela",9797,"Madre o padre",83,0.85
1902,"Estanzuela",9797,"Suegra o suegro",21,0.21
1902,"Estanzuela",9797,"Cuñada o cuñado",49,0.5
1902,"Estanzuela",9797,"Otra(o) pariente",413,4.22
1902,"Estanzuela",9797,"No parientes",209,2.13
1903,"Río Hondo",21434,"Jefe(a) de hogar",5825,27.18
1903,"Río Hondo",21434,"Esposa(o) o pareja",3759,17.54
1903,"Río Hondo",21434,"Hija(o) o hijastra(o)",8812,41.11
1903,"Río Hondo",21434,"Nuera o yerno",367,1.71
1903,"Río Hondo",21434,"Nieta o nieto",1220,5.69
1903,"Río Hondo",21434,"Hermana o hermano",211,0.98
1903,"Río Hondo",21434,"Madre o padre",166,0.77
1903,"Río Hondo",21434,"Suegra o suegro",85,0.4
1903,"Río Hondo",21434,"Cuñada o cuñado",89,0.42
1903,"Río Hondo",21434,"Otra(o) pariente",433,2.02
1903,"Río Hondo",21434,"No parientes",211,0.98
1904,"Gualán",45663,"Jefe(a) de hogar",10927,23.93
1904,"Gualán",45663,"Esposa(o) o pareja",7177,15.72
1904,"Gualán",45663,"Hija(o) o hijastra(o)",20430,44.74
1904,"Gualán",45663,"Nuera o yerno",808,1.77
1904,"Gualán",45663,"Nieta o nieto",3282,7.19
1904,"Gualán",45663,"Hermana o hermano",496,1.09
1904,"Gualán",45663,"Madre o padre",322,0.71
1904,"Gualán",45663,"Suegra o suegro",123,0.27
1904,"Gualán",45663,"Cuñada o cuñado",125,0.27
1904,"Gualán",45663,"Otra(o) pariente",1427,3.13
1904,"Gualán",45663,"No parientes",524,1.15
1905,"Teculután",17602,"Jefe(a) de hogar",4459,25.33
1905,"Teculután",17602,"Esposa(o) o pareja",2795,15.88
1905,"Teculután",17602,"Hija(o) o hijastra(o)",7568,43
1905,"Teculután",17602,"Nuera o yerno",340,1.93
1905,"Teculután",17602,"Nieta o nieto",1244,7.07
1905,"Teculután",17602,"Hermana o hermano",226,1.28
1905,"Teculután",17602,"Madre o padre",170,0.97
1905,"Teculután",17602,"Suegra o suegro",59,0.34
1905,"Teculután",17602,"Cuñada o cuñado",76,0.43
1905,"Teculután",17602,"Otra(o) pariente",466,2.65
1905,"Teculután",17602,"No parientes",186,1.06
1906,"Usumatlán",12232,"Jefe(a) de hogar",3069,25.09
1906,"Usumatlán",12232,"Esposa(o) o pareja",2055,16.8
1906,"Usumatlán",12232,"Hija(o) o hijastra(o)",5388,44.05
1906,"Usumatlán",12232,"Nuera o yerno",196,1.6
1906,"Usumatlán",12232,"Nieta o nieto",909,7.43
1906,"Usumatlán",12232,"Hermana o hermano",110,0.9
1906,"Usumatlán",12232,"Madre o padre",81,0.66
1906,"Usumatlán",12232,"Suegra o suegro",36,0.29
1906,"Usumatlán",12232,"Cuñada o cuñado",42,0.34
1906,"Usumatlán",12232,"Otra(o) pariente",245,2
1906,"Usumatlán",12232,"No parientes",101,0.83
1907,"Cabañas",13641,"Jefe(a) de hogar",3351,24.57
1907,"Cabañas",13641,"Esposa(o) o pareja",2094,15.35
1907,"Cabañas",13641,"Hija(o) o hijastra(o)",6241,45.75
1907,"Cabañas",13641,"Nuera o yerno",247,1.81
1907,"Cabañas",13641,"Nieta o nieto",1079,7.91
1907,"Cabañas",13641,"Hermana o hermano",122,0.89
1907,"Cabañas",13641,"Madre o padre",72,0.53
1907,"Cabañas",13641,"Suegra o suegro",35,0.26
1907,"Cabañas",13641,"Cuñada o cuñado",24,0.18
1907,"Cabañas",13641,"Otra(o) pariente",267,1.96
1907,"Cabañas",13641,"No parientes",109,0.8
1908,"San Diego",7235,"Jefe(a) de hogar",1686,23.3
1908,"San Diego",7235,"Esposa(o) o pareja",1097,15.16
