"Código","Municipio","Causa de Inasistencia 4-29 años","Cantidad de Personas"
1222,"Pajapita","Quehaceres del hogar",113
1222,"Pajapita","No le gusta / no quiere ir",1112
1222,"Pajapita","Ya termino sus estudios",280
1222,"Pajapita","Otra causa",1578
1222,"Pajapita","No especificado",890
1223,"Ixchiguán","Falta de dinero",2500
1223,"Ixchiguán","Tiene que trabajar",313
1223,"Ixchiguán","No hay escuela, instituto o universidad",29
1223,"Ixchiguán","Los padres / pareja no quieren",39
1223,"Ixchiguán","Quehaceres del hogar",47
1223,"Ixchiguán","No le gusta / no quiere ir",850
1223,"Ixchiguán","Ya termino sus estudios",70
1223,"Ixchiguán","Otra causa",1420
1223,"Ixchiguán","No especificado",1075
1224,"San José Ojetenam","Falta de dinero",1623
1224,"San José Ojetenam","Tiene que trabajar",517
1224,"San José Ojetenam","No hay escuela, instituto o universidad",13
1224,"San José Ojetenam","Los padres / pareja no quieren",16
1224,"San José Ojetenam","Quehaceres del hogar",169
1224,"San José Ojetenam","No le gusta / no quiere ir",1175
1224,"San José Ojetenam","Ya termino sus estudios",107
1224,"San José Ojetenam","Otra causa",1487
1224,"San José Ojetenam","No especificado",875
1225,"San Cristóbal Cucho","Falta de dinero",1144
1225,"San Cristóbal Cucho","Tiene que trabajar",511
1225,"San Cristóbal Cucho","No hay escuela, instituto o universidad",28
1225,"San Cristóbal Cucho","Los padres / pareja no quieren",92
1225,"San Cristóbal Cucho","Quehaceres del hogar",12
1225,"San Cristóbal Cucho","No le gusta / no quiere ir",1613
1225,"San Cristóbal Cucho","Ya termino sus estudios",68
1225,"San Cristóbal Cucho","Otra causa",1244
1225,"San Cristóbal Cucho","No especificado",523
1226,"Sipacapa","Falta de dinero",1781
1226,"Sipacapa","Tiene que trabajar",699
1226,"Sipacapa","No hay escuela, instituto o universidad",6
1226,"Sipacapa","Los padres / pareja no quieren",44
1226,"Sipacapa","Quehaceres del hogar",115
1226,"Sipacapa","No le gusta / no quiere ir",489
1226,"Sipacapa","Ya termino sus estudios",117
1226,"Sipacapa","Otra causa",1854
1226,"Sipacapa","No especificado",837
1227,"Esquipulas Palo Gordo","Falta de dinero",647
1227,"Esquipulas Palo Gordo","Tiene que trabajar",558
1227,"Esquipulas Palo Gordo","No hay escuela, instituto o universidad",4
1227,"Esquipulas Palo Gordo","Los padres / pareja no quieren",51
1227,"Esquipulas Palo Gordo","Quehaceres del hogar",78
1227,"Esquipulas Palo Gordo","No le gusta / no quiere ir",661
1227,"Esquipulas Palo Gordo","Ya termino sus estudios",99
1227,"Esquipulas Palo Gordo","Otra causa",860
1227,"Esquipulas Palo Gordo","No especificado",359
1228,"Río Blanco","Falta de dinero",312
1228,"Río Blanco","Tiene que trabajar",130
1228,"Río Blanco","No hay escuela, instituto o universidad",1
1228,"Río Blanco","Los padres / pareja no quieren",5
1228,"Río Blanco","Quehaceres del hogar",5
1228,"Río Blanco","No le gusta / no quiere ir",225
1228,"Río Blanco","Ya termino sus estudios",31
1228,"Río Blanco","Otra causa",280
1228,"Río Blanco","No especificado",199
1229,"San Lorenzo","Falta de dinero",623
1229,"San Lorenzo","Tiene que trabajar",273
1229,"San Lorenzo","No hay escuela, instituto o universidad",2
1229,"San Lorenzo","Los padres / pareja no quieren",39
1229,"San Lorenzo","Quehaceres del hogar",19
1229,"San Lorenzo","No le gusta / no quiere ir",463
1229,"San Lorenzo","Ya termino sus estudios",164
1229,"San Lorenzo","Otra causa",895
1229,"San Lorenzo","No especificado",648
1230,"La Blanca","Falta de dinero",2560
1230,"La Blanca","Tiene que trabajar",1213
1230,"La Blanca","No hay escuela, instituto o universidad",4
1230,"La Blanca","Los padres / pareja no quieren",77
1230,"La Blanca","Quehaceres del hogar",269
1230,"La Blanca","No le gusta / no quiere ir",2130
1230,"La Blanca","Ya termino sus estudios",190
1230,"La Blanca","Otra causa",2423
1230,"La Blanca","No especificado",759
1301,"Huehuetenango","Falta de dinero",5301
1301,"Huehuetenango","Tiene que trabajar",5982
1301,"Huehuetenango","No hay escuela, instituto o universidad",34
1301,"Huehuetenango","Los padres / pareja no quieren",190
1301,"Huehuetenango","Quehaceres del hogar",667
1301,"Huehuetenango","No le gusta / no quiere ir",3074
1301,"Huehuetenango","Ya termino sus estudios",733
1301,"Huehuetenango","Otra causa",6986
1301,"Huehuetenango","No especificado",3519
1302,"Chiantla","Falta de dinero",10268
1302,"Chiantla","Tiene que trabajar",3043
1302,"Chiantla","No hay escuela, instituto o universidad",240
1302,"Chiantla","Los padres / pareja no quieren",225
1302,"Chiantla","Quehaceres del hogar",929
1302,"Chiantla","No le gusta / no quiere ir",6059
1302,"Chiantla","Ya termino sus estudios",409
1302,"Chiantla","Otra causa",6536
1302,"Chiantla","No especificado",3134
1303,"Malacatancito","Falta de dinero",1814
1303,"Malacatancito","Tiene que trabajar",622
1303,"Malacatancito","No hay escuela, instituto o universidad",50
1303,"Malacatancito","Los padres / pareja no quieren",41
1303,"Malacatancito","Quehaceres del hogar",45
1303,"Malacatancito","No le gusta / no quiere ir",611
1303,"Malacatancito","Ya termino sus estudios",182
1303,"Malacatancito","Otra causa",1399
1303,"Malacatancito","No especificado",670
1304,"Cuilco","Falta de dinero",6320
1304,"Cuilco","Tiene que trabajar",2101
1304,"Cuilco","No hay escuela, instituto o universidad",261
1304,"Cuilco","Los padres / pareja no quieren",371
1304,"Cuilco","Quehaceres del hogar",879
1304,"Cuilco","No le gusta / no quiere ir",3951
1304,"Cuilco","Ya termino sus estudios",227
1304,"Cuilco","Otra causa",6616
1304,"Cuilco","No especificado",2040
1305,"Nentón","Falta de dinero",4548
1305,"Nentón","Tiene que trabajar",2009
1305,"Nentón","No hay escuela, instituto o universidad",387
1305,"Nentón","Los padres / pareja no quieren",418
1305,"Nentón","Quehaceres del hogar",691
1305,"Nentón","No le gusta / no quiere ir",3170
1305,"Nentón","Ya termino sus estudios",237
1305,"Nentón","Otra causa",4042
1305,"Nentón","No especificado",1477
1306,"San Pedro Necta","Falta de dinero",3939
1306,"San Pedro Necta","Tiene que trabajar",1308
1306,"San Pedro Necta","No hay escuela, instituto o universidad",17
1306,"San Pedro Necta","Los padres / pareja no quieren",170
1306,"San Pedro Necta","Quehaceres del hogar",560
1306,"San Pedro Necta","No le gusta / no quiere ir",2289
1306,"San Pedro Necta","Ya termino sus estudios",758
1306,"San Pedro Necta","Otra causa",3099
1306,"San Pedro Necta","No especificado",1303
1307,"Jacaltenango","Falta de dinero",2780
1307,"Jacaltenango","Tiene que trabajar",1014
1307,"Jacaltenango","No hay escuela, instituto o universidad",22
1307,"Jacaltenango","Los padres / pareja no quieren",120
1307,"Jacaltenango","Quehaceres del hogar",315
1307,"Jacaltenango","No le gusta / no quiere ir",2391
1307,"Jacaltenango","Ya termino sus estudios",234
1307,"Jacaltenango","Otra causa",2111
1307,"Jacaltenango","No especificado",1159
1308,"San Pedro Soloma","Falta de dinero",5122
1308,"San Pedro Soloma","Tiene que trabajar",1156
1308,"San Pedro Soloma","No hay escuela, instituto o universidad",159
1308,"San Pedro Soloma","Los padres / pareja no quieren",315
1308,"San Pedro Soloma","Quehaceres del hogar",285
1308,"San Pedro Soloma","No le gusta / no quiere ir",1640
1308,"San Pedro Soloma","Ya termino sus estudios",173
1308,"San Pedro Soloma","Otra causa",5714
1308,"San Pedro Soloma","No especificado",2027
1309,"San Ildefonso Ixtahuacán","Falta de dinero",5989
1309,"San Ildefonso Ixtahuacán","Tiene que trabajar",1603
1309,"San Ildefonso Ixtahuacán","No hay escuela, instituto o universidad",170
1309,"San Ildefonso Ixtahuacán","Los padres / pareja no quieren",194
1309,"San Ildefonso Ixtahuacán","Quehaceres del hogar",381
1309,"San Ildefonso Ixtahuacán","No le gusta / no quiere ir",1840
1309,"San Ildefonso Ixtahuacán","Ya termino sus estudios",60
1309,"San Ildefonso Ixtahuacán","Otra causa",3741
1309,"San Ildefonso Ixtahuacán","No especificado",1578
1310,"Santa Bárbara","Falta de dinero",3689
1310,"Santa Bárbara","Tiene que trabajar",1026
1310,"Santa Bárbara","No hay escuela, instituto o universidad",76
1310,"Santa Bárbara","Los padres / pareja no quieren",247
1310,"Santa Bárbara","Quehaceres del hogar",166
1310,"Santa Bárbara","No le gusta / no quiere ir",2519
1310,"Santa Bárbara","Ya termino sus estudios",386
1310,"Santa Bárbara","Otra causa",3729
1310,"Santa Bárbara","No especificado",1205
1311,"La Libertad","Falta de dinero",3961
1311,"La Libertad","Tiene que trabajar",1100
1311,"La Libertad","No hay escuela, instituto o universidad",122
1311,"La Libertad","Los padres / pareja no quieren",399
1311,"La Libertad","Quehaceres del hogar",323
1311,"La Libertad","No le gusta / no quiere ir",2971
1311,"La Libertad","Ya termino sus estudios",198
1311,"La Libertad","Otra causa",3319
1311,"La Libertad","No especificado",1945
1312,"La Democracia","Falta de dinero",4670
1312,"La Democracia","Tiene que trabajar",1963
1312,"La Democracia","No hay escuela, instituto o universidad",144
1312,"La Democracia","Los padres / pareja no quieren",346
1312,"La Democracia","Quehaceres del hogar",318
1312,"La Democracia","No le gusta / no quiere ir",4463
1312,"La Democracia","Ya termino sus estudios",622
1312,"La Democracia","Otra causa",4795
1312,"La Democracia","No especificado",2652
1313,"San Miguel Acatán","Falta de dinero",2499
1313,"San Miguel Acatán","Tiene que trabajar",418
1313,"San Miguel Acatán","No hay escuela, instituto o universidad",25
1313,"San Miguel Acatán","Los padres / pareja no quieren",192
1313,"San Miguel Acatán","Quehaceres del hogar",272
1313,"San Miguel Acatán","No le gusta / no quiere ir",1863
1313,"San Miguel Acatán","Ya termino sus estudios",113
1313,"San Miguel Acatán","Otra causa",3180
1313,"San Miguel Acatán","No especificado",1341
1314,"San Rafael La Independencia","Falta de dinero",1399
1314,"San Rafael La Independencia","Tiene que trabajar",213
1314,"San Rafael La Independencia","No hay escuela, instituto o universidad",9
1314,"San Rafael La Independencia","Los padres / pareja no quieren",113
1314,"San Rafael La Independencia","Quehaceres del hogar",119
1314,"San Rafael La Independencia","No le gusta / no quiere ir",1287
1314,"San Rafael La Independencia","Ya termino sus estudios",117
1314,"San Rafael La Independencia","Otra causa",1245
1314,"San Rafael La Independencia","No especificado",414
1315,"Todos Santos Cuchumatán","Falta de dinero",2485
1315,"Todos Santos Cuchumatán","Tiene que trabajar",1030
1315,"Todos Santos Cuchumatán","No hay escuela, instituto o universidad",32
1315,"Todos Santos Cuchumatán","Los padres / pareja no quieren",148
1315,"Todos Santos Cuchumatán","Quehaceres del hogar",437
1315,"Todos Santos Cuchumatán","No le gusta / no quiere ir",1723
1315,"Todos Santos Cuchumatán","Ya termino sus estudios",163
1315,"Todos Santos Cuchumatán","Otra causa",3398
1315,"Todos Santos Cuchumatán","No especificado",1570
1316,"San Juan Atitán","Falta de dinero",2842
1316,"San Juan Atitán","Tiene que trabajar",563
1316,"San Juan Atitán","No hay escuela, instituto o universidad",25
1316,"San Juan Atitán","Los padres / pareja no quieren",158
1316,"San Juan Atitán","Quehaceres del hogar",249
1316,"San Juan Atitán","No le gusta / no quiere ir",1093
1316,"San Juan Atitán","Ya termino sus estudios",125
1316,"San Juan Atitán","Otra causa",2222
1316,"San Juan Atitán","No especificado",496
1317,"Santa Eulalia","Falta de dinero",3723
1317,"Santa Eulalia","Tiene que trabajar",1082
1317,"Santa Eulalia","No hay escuela, instituto o universidad",133
1317,"Santa Eulalia","Los padres / pareja no quieren",157
1317,"Santa Eulalia","Quehaceres del hogar",463
1317,"Santa Eulalia","No le gusta / no quiere ir",1467
1317,"Santa Eulalia","Ya termino sus estudios",105
1317,"Santa Eulalia","Otra causa",3709
1317,"Santa Eulalia","No especificado",3013
1318,"San Mateo Ixtatán","Falta de dinero",4870
1318,"San Mateo Ixtatán","Tiene que trabajar",2160
1318,"San Mateo Ixtatán","No hay escuela, instituto o universidad",278
1318,"San Mateo Ixtatán","Los padres / pareja no quieren",273
1318,"San Mateo Ixtatán","Quehaceres del hogar",812
1318,"San Mateo Ixtatán","No le gusta / no quiere ir",1092
1318,"San Mateo Ixtatán","Ya termino sus estudios",180
1318,"San Mateo Ixtatán","Otra causa",4586
1318,"San Mateo Ixtatán","No especificado",2154
1319,"Colotenango","Falta de dinero",3379
1319,"Colotenango","Tiene que trabajar",822
1319,"Colotenango","No hay escuela, instituto o universidad",3
1319,"Colotenango","Los padres / pareja no quieren",248
1319,"Colotenango","Quehaceres del hogar",229
1319,"Colotenango","No le gusta / no quiere ir",2689
1319,"Colotenango","Ya termino sus estudios",541
1319,"Colotenango","Otra causa",3397
1319,"Colotenango","No especificado",1555
1320,"San Sebastián Huehuetenango","Falta de dinero",4571
1320,"San Sebastián Huehuetenango","Tiene que trabajar",674
1320,"San Sebastián Huehuetenango","No hay escuela, instituto o universidad",30
1320,"San Sebastián Huehuetenango","Los padres / pareja no quieren",169
1320,"San Sebastián Huehuetenango","Quehaceres del hogar",139
1320,"San Sebastián Huehuetenango","No le gusta / no quiere ir",1707
1320,"San Sebastián Huehuetenango","Ya termino sus estudios",450
1320,"San Sebastián Huehuetenango","Otra causa",3047
1320,"San Sebastián Huehuetenango","No especificado",1210
1321,"Tectitán","Falta de dinero",1014
1321,"Tectitán","Tiene que trabajar",167
1321,"Tectitán","No hay escuela, instituto o universidad",27
1321,"Tectitán","Los padres / pareja no quieren",88
1321,"Tectitán","Quehaceres del hogar",9
1321,"Tectitán","No le gusta / no quiere ir",1045
1321,"Tectitán","Ya termino sus estudios",16
1321,"Tectitán","Otra causa",798
1321,"Tectitán","No especificado",451
1322,"Concepción Huista","Falta de dinero",1643
1322,"Concepción Huista","Tiene que trabajar",474
1322,"Concepción Huista","No hay escuela, instituto o universidad",74
1322,"Concepción Huista","Los padres / pareja no quieren",179
1322,"Concepción Huista","Quehaceres del hogar",81
1322,"Concepción Huista","No le gusta / no quiere ir",2103
1322,"Concepción Huista","Ya termino sus estudios",53
1322,"Concepción Huista","Otra causa",1783
1322,"Concepción Huista","No especificado",672
1323,"San Juan Ixcoy","Falta de dinero",3105
1323,"San Juan Ixcoy","Tiene que trabajar",414
1323,"San Juan Ixcoy","No hay escuela, instituto o universidad",56
1323,"San Juan Ixcoy","Los padres / pareja no quieren",85
1323,"San Juan Ixcoy","Quehaceres del hogar",91
1323,"San Juan Ixcoy","No le gusta / no quiere ir",811
1323,"San Juan Ixcoy","Ya termino sus estudios",26
1323,"San Juan Ixcoy","Otra causa",2459
1323,"San Juan Ixcoy","No especificado",950
1324,"San Antonio Huista","Falta de dinero",972
1324,"San Antonio Huista","Tiene que trabajar",406
1324,"San Antonio Huista","No hay escuela, instituto o universidad",13
1324,"San Antonio Huista","Los padres / pareja no quieren",67
1324,"San Antonio Huista","Quehaceres del hogar",92
1324,"San Antonio Huista","No le gusta / no quiere ir",1652
1324,"San Antonio Huista","Ya termino sus estudios",118
1324,"San Antonio Huista","Otra causa",1286
1324,"San Antonio Huista","No especificado",598
1325,"San Sebastián Coatán","Falta de dinero",2121
1325,"San Sebastián Coatán","Tiene que trabajar",449
1325,"San Sebastián Coatán","No hay escuela, instituto o universidad",87
1325,"San Sebastián Coatán","Los padres / pareja no quieren",165
1325,"San Sebastián Coatán","Quehaceres del hogar",241
1325,"San Sebastián Coatán","No le gusta / no quiere ir",953
1325,"San Sebastián Coatán","Ya termino sus estudios",74
1325,"San Sebastián Coatán","Otra causa",2228
1325,"San Sebastián Coatán","No especificado",938
1326,"Santa Cruz Barillas","Falta de dinero",10135
1326,"Santa Cruz Barillas","Tiene que trabajar",3529
1326,"Santa Cruz Barillas","No hay escuela, instituto o universidad",512
1326,"Santa Cruz Barillas","Los padres / pareja no quieren",512
1326,"Santa Cruz Barillas","Quehaceres del hogar",1529
1326,"Santa Cruz Barillas","No le gusta / no quiere ir",4175
1326,"Santa Cruz Barillas","Ya termino sus estudios",758
1326,"Santa Cruz Barillas","Otra causa",11443
1326,"Santa Cruz Barillas","No especificado",4621
1327,"Aguacatán","Falta de dinero",5860
1327,"Aguacatán","Tiene que trabajar",1529
1327,"Aguacatán","No hay escuela, instituto o universidad",91
1327,"Aguacatán","Los padres / pareja no quieren",156
1327,"Aguacatán","Quehaceres del hogar",242
1327,"Aguacatán","No le gusta / no quiere ir",3064
1327,"Aguacatán","Ya termino sus estudios",157
1327,"Aguacatán","Otra causa",4073
1327,"Aguacatán","No especificado",1407
1328,"San Rafael Petzal","Falta de dinero",1187
1328,"San Rafael Petzal","Tiene que trabajar",163
1328,"San Rafael Petzal","No hay escuela, instituto o universidad",1
1328,"San Rafael Petzal","Los padres / pareja no quieren",76
1328,"San Rafael Petzal","Quehaceres del hogar",11
1328,"San Rafael Petzal","No le gusta / no quiere ir",674
1328,"San Rafael Petzal","Ya termino sus estudios",84
1328,"San Rafael Petzal","Otra causa",1316
1328,"San Rafael Petzal","No especificado",367
1329,"San Gaspar Ixchil","Falta de dinero",929
1329,"San Gaspar Ixchil","Tiene que trabajar",170
1329,"San Gaspar Ixchil","No hay escuela, instituto o universidad",3
1329,"San Gaspar Ixchil","Los padres / pareja no quieren",94
1329,"San Gaspar Ixchil","Quehaceres del hogar",13
1329,"San Gaspar Ixchil","No le gusta / no quiere ir",568
1329,"San Gaspar Ixchil","Ya termino sus estudios",208
1329,"San Gaspar Ixchil","Otra causa",901
1329,"San Gaspar Ixchil","No especificado",229
1330,"Santiago Chimaltenango","Falta de dinero",1354
1330,"Santiago Chimaltenango","Tiene que trabajar",425
1330,"Santiago Chimaltenango","No hay escuela, instituto o universidad",19
1330,"Santiago Chimaltenango","Los padres / pareja no quieren",36
1330,"Santiago Chimaltenango","Quehaceres del hogar",65
1330,"Santiago Chimaltenango","No le gusta / no quiere ir",748
1330,"Santiago Chimaltenango","Ya termino sus estudios",70
1330,"Santiago Chimaltenango","Otra causa",874
1330,"Santiago Chimaltenango","No especificado",326
1331,"Santa Ana Huista","Falta de dinero",1057
1331,"Santa Ana Huista","Tiene que trabajar",250
1331,"Santa Ana Huista","No hay escuela, instituto o universidad",10
1331,"Santa Ana Huista","Los padres / pareja no quieren",37
1331,"Santa Ana Huista","Quehaceres del hogar",29
1331,"Santa Ana Huista","No le gusta / no quiere ir",688
1331,"Santa Ana Huista","Ya termino sus estudios",26
1331,"Santa Ana Huista","Otra causa",477
1331,"Santa Ana Huista","No especificado",293
1332,"Unión Cantinil","Falta de dinero",964
1332,"Unión Cantinil","Tiene que trabajar",437
1332,"Unión Cantinil","No hay escuela, instituto o universidad",3
1332,"Unión Cantinil","Los padres / pareja no quieren",69
1332,"Unión Cantinil","Quehaceres del hogar",174
1332,"Unión Cantinil","No le gusta / no quiere ir",1392
1332,"Unión Cantinil","Ya termino sus estudios",25
1332,"Unión Cantinil","Otra causa",1946
1332,"Unión Cantinil","No especificado",715
1333,"Petatán","Falta de dinero",403
1333,"Petatán","Tiene que trabajar",141
1333,"Petatán","No hay escuela, instituto o universidad",49
1333,"Petatán","Los padres / pareja no quieren",30
1333,"Petatán","Quehaceres del hogar",69
1333,"Petatán","No le gusta / no quiere ir",961
1333,"Petatán","Ya termino sus estudios",15
1333,"Petatán","Otra causa",539
1333,"Petatán","No especificado",89
1401,"Santa Cruz del Quiché","Falta de dinero",5892
1401,"Santa Cruz del Quiché","Tiene que trabajar",2946
1401,"Santa Cruz del Quiché","No hay escuela, instituto o universidad",74
1401,"Santa Cruz del Quiché","Los padres / pareja no quieren",159
1401,"Santa Cruz del Quiché","Quehaceres del hogar",529
1401,"Santa Cruz del Quiché","No le gusta / no quiere ir",2502
1401,"Santa Cruz del Quiché","Ya termino sus estudios",444
1401,"Santa Cruz del Quiché","Otra causa",5153
1401,"Santa Cruz del Quiché","No especificado",4475
1402,"Chiché","Falta de dinero",2288
1402,"Chiché","Tiene que trabajar",2233
1402,"Chiché","No hay escuela, instituto o universidad",81
1402,"Chiché","Los padres / pareja no quieren",84
1402,"Chiché","Quehaceres del hogar",262
1402,"Chiché","No le gusta / no quiere ir",1697
1402,"Chiché","Ya termino sus estudios",269
1402,"Chiché","Otra causa",2795
1402,"Chiché","No especificado",1541
1403,"Chinique","Falta de dinero",1226
1403,"Chinique","Tiene que trabajar",528
1403,"Chinique","No hay escuela, instituto o universidad",16
1403,"Chinique","Los padres / pareja no quieren",37
1403,"Chinique","Quehaceres del hogar",29
1403,"Chinique","No le gusta / no quiere ir",446
1403,"Chinique","Ya termino sus estudios",44
1403,"Chinique","Otra causa",464
1403,"Chinique","No especificado",548
1404,"Zacualpa","Falta de dinero",3126
1404,"Zacualpa","Tiene que trabajar",1199
1404,"Zacualpa","No hay escuela, instituto o universidad",42
1404,"Zacualpa","Los padres / pareja no quieren",193
1404,"Zacualpa","Quehaceres del hogar",165
1404,"Zacualpa","No le gusta / no quiere ir",1854
1404,"Zacualpa","Ya termino sus estudios",293
1404,"Zacualpa","Otra causa",3617
1404,"Zacualpa","No especificado",1879
1405,"Chajul","Falta de dinero",5443
1405,"Chajul","Tiene que trabajar",359
1405,"Chajul","No hay escuela, instituto o universidad",148
1405,"Chajul","Los padres / pareja no quieren",313
1405,"Chajul","Quehaceres del hogar",160
1405,"Chajul","No le gusta / no quiere ir",4330
1405,"Chajul","Ya termino sus estudios",150
1405,"Chajul","Otra causa",3555
1405,"Chajul","No especificado",1718
1406,"Santo Tomás Chichicastenango","Falta de dinero",16017
1406,"Santo Tomás Chichicastenango","Tiene que trabajar",4347
1406,"Santo Tomás Chichicastenango","No hay escuela, instituto o universidad",123
1406,"Santo Tomás Chichicastenango","Los padres / pareja no quieren",456
1406,"Santo Tomás Chichicastenango","Quehaceres del hogar",908
1406,"Santo Tomás Chichicastenango","No le gusta / no quiere ir",9660
1406,"Santo Tomás Chichicastenango","Ya termino sus estudios",644
1406,"Santo Tomás Chichicastenango","Otra causa",12110
1406,"Santo Tomás Chichicastenango","No especificado",7600
1407,"Patzité","Falta de dinero",903
1407,"Patzité","Tiene que trabajar",167
1407,"Patzité","No hay escuela, instituto o universidad",3
1407,"Patzité","Los padres / pareja no quieren",32
1407,"Patzité","Quehaceres del hogar",4
1407,"Patzité","No le gusta / no quiere ir",339
1407,"Patzité","Ya termino sus estudios",11
1407,"Patzité","Otra causa",369
1407,"Patzité","No especificado",241
1408,"San Antonio Ilotenango","Falta de dinero",2965
1408,"San Antonio Ilotenango","Tiene que trabajar",741
1408,"San Antonio Ilotenango","No hay escuela, instituto o universidad",6
1408,"San Antonio Ilotenango","Los padres / pareja no quieren",81
1408,"San Antonio Ilotenango","Quehaceres del hogar",85
1408,"San Antonio Ilotenango","No le gusta / no quiere ir",1552
1408,"San Antonio Ilotenango","Ya termino sus estudios",206
1408,"San Antonio Ilotenango","Otra causa",2304
1408,"San Antonio Ilotenango","No especificado",1061
1409,"San Pedro Jocopilas","Falta de dinero",3001
1409,"San Pedro Jocopilas","Tiene que trabajar",2106
1409,"San Pedro Jocopilas","No hay escuela, instituto o universidad",33
1409,"San Pedro Jocopilas","Los padres / pareja no quieren",178
1409,"San Pedro Jocopilas","Quehaceres del hogar",385
1409,"San Pedro Jocopilas","No le gusta / no quiere ir",2141
1409,"San Pedro Jocopilas","Ya termino sus estudios",81
1409,"San Pedro Jocopilas","Otra causa",3181
1409,"San Pedro Jocopilas","No especificado",1725
1410,"Cunén","Falta de dinero",4519
1410,"Cunén","Tiene que trabajar",1341
1410,"Cunén","No hay escuela, instituto o universidad",55
1410,"Cunén","Los padres / pareja no quieren",135
1410,"Cunén","Quehaceres del hogar",391
1410,"Cunén","No le gusta / no quiere ir",1779
1410,"Cunén","Ya termino sus estudios",94
1410,"Cunén","Otra causa",3479
1410,"Cunén","No especificado",2053
1411,"San Juan Cotzal","Falta de dinero",3245
1411,"San Juan Cotzal","Tiene que trabajar",681
1411,"San Juan Cotzal","No hay escuela, instituto o universidad",20
1411,"San Juan Cotzal","Los padres / pareja no quieren",128
1411,"San Juan Cotzal","Quehaceres del hogar",249
1411,"San Juan Cotzal","No le gusta / no quiere ir",1595
1411,"San Juan Cotzal","Ya termino sus estudios",225
1411,"San Juan Cotzal","Otra causa",1835
1411,"San Juan Cotzal","No especificado",945
1412,"Joyabaj","Falta de dinero",5623
1412,"Joyabaj","Tiene que trabajar",3207
1412,"Joyabaj","No hay escuela, instituto o universidad",187
1412,"Joyabaj","Los padres / pareja no quieren",1152
1412,"Joyabaj","Quehaceres del hogar",825
1412,"Joyabaj","No le gusta / no quiere ir",5713
1412,"Joyabaj","Ya termino sus estudios",622
1412,"Joyabaj","Otra causa",9341
1412,"Joyabaj","No especificado",4431
1413,"Santa María Nebaj","Falta de dinero",7650
1413,"Santa María Nebaj","Tiene que trabajar",1344
1413,"Santa María Nebaj","No hay escuela, instituto o universidad",57
1413,"Santa María Nebaj","Los padres / pareja no quieren",208
1413,"Santa María Nebaj","Quehaceres del hogar",310
1413,"Santa María Nebaj","No le gusta / no quiere ir",4589
1413,"Santa María Nebaj","Ya termino sus estudios",775
1413,"Santa María Nebaj","Otra causa",4717
1413,"Santa María Nebaj","No especificado",2862
1414,"San Andrés Sajcabajá","Falta de dinero",2859
1414,"San Andrés Sajcabajá","Tiene que trabajar",500
1414,"San Andrés Sajcabajá","No hay escuela, instituto o universidad",33
1414,"San Andrés Sajcabajá","Los padres / pareja no quieren",217
1414,"San Andrés Sajcabajá","Quehaceres del hogar",140
1414,"San Andrés Sajcabajá","No le gusta / no quiere ir",1562
1414,"San Andrés Sajcabajá","Ya termino sus estudios",170
1414,"San Andrés Sajcabajá","Otra causa",1540
1414,"San Andrés Sajcabajá","No especificado",1663
1415,"San Miguel Uspantán","Falta de dinero",5964
1415,"San Miguel Uspantán","Tiene que trabajar",2089
1415,"San Miguel Uspantán","No hay escuela, instituto o universidad",194
1415,"San Miguel Uspantán","Los padres / pareja no quieren",389
1415,"San Miguel Uspantán","Quehaceres del hogar",795
1415,"San Miguel Uspantán","No le gusta / no quiere ir",3242
1415,"San Miguel Uspantán","Ya termino sus estudios",206
1415,"San Miguel Uspantán","Otra causa",5971
1415,"San Miguel Uspantán","No especificado",2828
1416,"Sacapulas","Falta de dinero",5978
1416,"Sacapulas","Tiene que trabajar",2363
1416,"Sacapulas","No hay escuela, instituto o universidad",117
1416,"Sacapulas","Los padres / pareja no quieren",239
1416,"Sacapulas","Quehaceres del hogar",201
1416,"Sacapulas","No le gusta / no quiere ir",2671
1416,"Sacapulas","Ya termino sus estudios",327
1416,"Sacapulas","Otra causa",5118
1416,"Sacapulas","No especificado",2799
1417,"San Bartolomé Jocotenango","Falta de dinero",1618
1417,"San Bartolomé Jocotenango","Tiene que trabajar",801
1417,"San Bartolomé Jocotenango","No hay escuela, instituto o universidad",103
1417,"San Bartolomé Jocotenango","Los padres / pareja no quieren",108
1417,"San Bartolomé Jocotenango","Quehaceres del hogar",29
1417,"San Bartolomé Jocotenango","No le gusta / no quiere ir",748
1417,"San Bartolomé Jocotenango","Ya termino sus estudios",54
1417,"San Bartolomé Jocotenango","Otra causa",1213
1417,"San Bartolomé Jocotenango","No especificado",615
1418,"Canillá","Falta de dinero",1097
1418,"Canillá","Tiene que trabajar",366
1418,"Canillá","No hay escuela, instituto o universidad",90
1418,"Canillá","Los padres / pareja no quieren",99
1418,"Canillá","Quehaceres del hogar",72
1418,"Canillá","No le gusta / no quiere ir",652
1418,"Canillá","Ya termino sus estudios",52
1418,"Canillá","Otra causa",904
1418,"Canillá","No especificado",534
1419,"Chicamán","Falta de dinero",3143
1419,"Chicamán","Tiene que trabajar",1094
1419,"Chicamán","No hay escuela, instituto o universidad",149
1419,"Chicamán","Los padres / pareja no quieren",188
1419,"Chicamán","Quehaceres del hogar",366
1419,"Chicamán","No le gusta / no quiere ir",1722
1419,"Chicamán","Ya termino sus estudios",67
1419,"Chicamán","Otra causa",3062
1419,"Chicamán","No especificado",2131
