"Código","Municipio","Total de mujeres en edad fértil","Situación","Cantidad de Mujeres","Porcentaje de Mujeres"
112,"Chuarrancho",3142,"Con  3 hijos sobrevivientes",435,0.14
113,"Fraijanes",16324,"Con  3 hijos sobrevivientes",3475,0.21
114,"Amatitlán",33678,"Con  3 hijos sobrevivientes",7128,0.21
115,"Villa Nueva",127756,"Con  3 hijos sobrevivientes",27572,0.22
116,"Villa Canales",44559,"Con  3 hijos sobrevivientes",8904,0.2
117,"San Miguel Petapa",40599,"Con  3 hijos sobrevivientes",8744,0.22
201,"Guastatoya",6931,"Con  3 hijos sobrevivientes",1434,0.21
202,"Morazán",3180,"Con  3 hijos sobrevivientes",604,0.19
203,"San Agustín Acasaguastlán",11692,"Con  3 hijos sobrevivientes",1917,0.16
204,"San Cristóbal Acasaguastlán",1955,"Con  3 hijos sobrevivientes",403,0.21
205,"El Jícaro",3577,"Con  3 hijos sobrevivientes",695,0.19
206,"Sansare",3473,"Con  3 hijos sobrevivientes",642,0.18
207,"Sanarate",10818,"Con  3 hijos sobrevivientes",2290,0.21
208,"San Antonio la Paz",5562,"Con  3 hijos sobrevivientes",1098,0.2
301,"Antigua Guatemala",12916,"Con  3 hijos sobrevivientes",2593,0.2
302,"Jocotenango",6227,"Con  3 hijos sobrevivientes",1369,0.22
303,"Pastores",4986,"Con  3 hijos sobrevivientes",1025,0.21
304,"Sumpango",10410,"Con  3 hijos sobrevivientes",1484,0.14
305,"Santo Domingo Xenacoj",3564,"Con  3 hijos sobrevivientes",470,0.13
306,"Santiago Sacatepéquez",8470,"Con  3 hijos sobrevivientes",1324,0.16
307,"San Bartolomé Milpas Altas",2316,"Con  3 hijos sobrevivientes",443,0.19
308,"San Lucas Sacatepéquez",6865,"Con  3 hijos sobrevivientes",1433,0.21
309,"Santa Lucía Milpas Altas",4666,"Con  3 hijos sobrevivientes",891,0.19
310,"Magdalena Milpas Altas",3404,"Con  3 hijos sobrevivientes",631,0.19
311,"Santa María de Jesús",5691,"Con  3 hijos sobrevivientes",823,0.14
312,"Ciudad Vieja",9597,"Con  3 hijos sobrevivientes",1856,0.19
313,"San Miguel Dueñas",3701,"Con  3 hijos sobrevivientes",726,0.2
314,"San Juan Alotenango",6638,"Con  3 hijos sobrevivientes",1195,0.18
315,"San Antonio Aguas Calientes",3174,"Con  3 hijos sobrevivientes",600,0.19
316,"Santa Catarina Barahona",1165,"Con  3 hijos sobrevivientes",216,0.19
401,"Chimaltenango",28134,"Con  3 hijos sobrevivientes",4702,0.17
402,"San José Poaquil",7775,"Con  3 hijos sobrevivientes",943,0.12
403,"San Martín Jilotepeque",20494,"Con  3 hijos sobrevivientes",2635,0.13
404,"San Juan Comalapa",13383,"Con  3 hijos sobrevivientes",1610,0.12
405,"Santa Apolonia",5015,"Con  3 hijos sobrevivientes",610,0.12
406,"Tecpán Guatemala",24496,"Con  3 hijos sobrevivientes",3134,0.13
407,"Patzún",16041,"Con  3 hijos sobrevivientes",2216,0.14
408,"San Miguel Pochuta",2263,"Con  3 hijos sobrevivientes",345,0.15
409,"Patzicía",9111,"Con  3 hijos sobrevivientes",1360,0.15
410,"Santa Cruz Balanyá",2546,"Con  3 hijos sobrevivientes",377,0.15
411,"Acatenango",6322,"Con  3 hijos sobrevivientes",956,0.15
412,"San Pedro Yepocapa",8808,"Con  3 hijos sobrevivientes",1241,0.14
413,"San Andrés Itzapa",8851,"Con  3 hijos sobrevivientes",1535,0.17
414,"Parramos",4545,"Con  3 hijos sobrevivientes",716,0.16
415,"Zaragoza",6732,"Con  3 hijos sobrevivientes",1253,0.19
416,"El Tejar",5724,"Con  3 hijos sobrevivientes",1075,0.19
501,"Escuintla",42696,"Con  3 hijos sobrevivientes",9631,0.23
502,"Santa Lucía Cotzumalguapa",30471,"Con  3 hijos sobrevivientes",5844,0.19
503,"La Democracia",6084,"Con  3 hijos sobrevivientes",1256,0.21
504,"Siquinalá",6132,"Con  3 hijos sobrevivientes",1238,0.2
505,"Masagua",12045,"Con  3 hijos sobrevivientes",2337,0.19
506,"Tiquisate",15282,"Con  3 hijos sobrevivientes",3507,0.23
507,"La Gomera",12555,"Con  3 hijos sobrevivientes",2475,0.2
508,"Guanagazapa",3982,"Con  3 hijos sobrevivientes",652,0.16
509,"San José",17344,"Con  3 hijos sobrevivientes",3564,0.21
510,"Iztapa",5076,"Con  3 hijos sobrevivientes",1010,0.2
511,"Palín",18821,"Con  3 hijos sobrevivientes",3845,0.2
512,"San Vicente Pacaya",4514,"Con  3 hijos sobrevivientes",941,0.21
513,"Nueva Concepción",19822,"Con  3 hijos sobrevivientes",3662,0.18
514,"Sipacate",4426,"Con  3 hijos sobrevivientes",817,0.18
601,"Cuilapa",11113,"Con  3 hijos sobrevivientes",2216,0.2
602,"Barberena",15892,"Con  3 hijos sobrevivientes",3082,0.19
603,"Santa Rosa de Lima",5402,"Con  3 hijos sobrevivientes",895,0.17
604,"Casillas",6840,"Con  3 hijos sobrevivientes",1068,0.16
605,"San Rafael las Flores",3387,"Con  3 hijos sobrevivientes",517,0.15
606,"Oratorio",6472,"Con  3 hijos sobrevivientes",1296,0.2
607,"San Juan Tecuaco",2596,"Con  3 hijos sobrevivientes",351,0.14
608,"Chiquimulilla",14388,"Con  3 hijos sobrevivientes",2811,0.2
609,"Taxisco",7702,"Con  3 hijos sobrevivientes",1556,0.2
610,"Santa María Ixhuatán",6168,"Con  3 hijos sobrevivientes",1116,0.18
611,"Guazacapán",5037,"Con  3 hijos sobrevivientes",1034,0.21
612,"Santa Cruz Naranjo",4352,"Con  3 hijos sobrevivientes",835,0.19
613,"Pueblo Nuevo Viñas",6315,"Con  3 hijos sobrevivientes",1151,0.18
614,"Nueva Santa Rosa",10035,"Con  3 hijos sobrevivientes",1794,0.18
701,"Sololá",25247,"Con  3 hijos sobrevivientes",2688,0.11
702,"San José Chacayá",1122,"Con  3 hijos sobrevivientes",143,0.13
703,"Santa María Visitación",679,"Con  3 hijos sobrevivientes",120,0.18
704,"Santa Lucía Utatlán",6157,"Con  3 hijos sobrevivientes",953,0.15
705,"Nahualá",22424,"Con  3 hijos sobrevivientes",2569,0.11
706,"Santa Catarina Ixtahuacán",16963,"Con  3 hijos sobrevivientes",1792,0.11
707,"Santa Clara la Laguna",2767,"Con  3 hijos sobrevivientes",350,0.13
708,"Concepción",1771,"Con  3 hijos sobrevivientes",154,0.09
709,"San Andrés Semetabaj",3867,"Con  3 hijos sobrevivientes",483,0.12
710,"Panajachel",4347,"Con  3 hijos sobrevivientes",818,0.19
711,"Santa Catarina Palopó",1073,"Con  3 hijos sobrevivientes",102,0.1
712,"San Antonio Palopó",4170,"Con  3 hijos sobrevivientes",569,0.14
713,"San Lucas Tolimán",8279,"Con  3 hijos sobrevivientes",1139,0.14
714,"Santa Cruz la Laguna",1569,"Con  3 hijos sobrevivientes",156,0.1
715,"San Pablo la Laguna",2107,"Con  3 hijos sobrevivientes",215,0.1
716,"San Marcos la Laguna",828,"Con  3 hijos sobrevivientes",88,0.11
717,"San Juan la Laguna",3311,"Con  3 hijos sobrevivientes",425,0.13
718,"San Pedro la Laguna",2958,"Con  3 hijos sobrevivientes",551,0.19
719,"Santiago Atitlán",12280,"Con  3 hijos sobrevivientes",1613,0.13
801,"Totonicapán",31356,"Con  3 hijos sobrevivientes",4456,0.14
802,"San Cristóbal Totonicapán",10900,"Con  3 hijos sobrevivientes",1439,0.13
803,"San Francisco el Alto",16792,"Con  3 hijos sobrevivientes",1977,0.12
804,"San Andrés Xecul",8242,"Con  3 hijos sobrevivientes",832,0.1
805,"Momostenango",27315,"Con  3 hijos sobrevivientes",3179,0.12
806,"Santa María Chiquimula",14291,"Con  3 hijos sobrevivientes",1512,0.11
807,"Santa Lucía la Reforma",5615,"Con  3 hijos sobrevivientes",537,0.1
808,"San Bartolo Aguas Calientes",2728,"Con  3 hijos sobrevivientes",318,0.12
901,"Quetzaltenango",53486,"Con  3 hijos sobrevivientes",10665,0.2
902,"Salcajá",5508,"Con  3 hijos sobrevivientes",1159,0.21
903,"San Juan Olintepeque",10466,"Con  3 hijos sobrevivientes",1683,0.16
904,"San Carlos Sija",8120,"Con  3 hijos sobrevivientes",1319,0.16
905,"Sibilia",2247,"Con  3 hijos sobrevivientes",400,0.18
906,"Cabricán",6739,"Con  3 hijos sobrevivientes",790,0.12
907,"Cajolá",4304,"Con  3 hijos sobrevivientes",582,0.14
908,"San Miguel Siguilá",2376,"Con  3 hijos sobrevivientes",265,0.11
909,"San Juan Ostuncalco",15138,"Con  3 hijos sobrevivientes",2090,0.14
910,"San Mateo",2320,"Con  3 hijos sobrevivientes",374,0.16
911,"Concepción Chiquirichapa",4983,"Con  3 hijos sobrevivientes",704,0.14
912,"San Martín Sacatepéquez",8563,"Con  3 hijos sobrevivientes",1022,0.12
913,"Almolonga",4962,"Con  3 hijos sobrevivientes",819,0.17
914,"Cantel",11587,"Con  3 hijos sobrevivientes",1917,0.17
915,"Huitán",3809,"Con  3 hijos sobrevivientes",523,0.14
916,"Zunil",4687,"Con  3 hijos sobrevivientes",622,0.13
917,"Colomba Costa Cuca",12394,"Con  3 hijos sobrevivientes",2268,0.18
918,"San Francisco la Unión",2210,"Con  3 hijos sobrevivientes",334,0.15
919,"El Palmar",7719,"Con  3 hijos sobrevivientes",1260,0.16
920,"Coatepeque",28908,"Con  3 hijos sobrevivientes",6031,0.21
921,"Génova",9848,"Con  3 hijos sobrevivientes",1541,0.16
922,"Flores Costa Cuca",5703,"Con  3 hijos sobrevivientes",1094,0.19
923,"La Esperanza",6649,"Con  3 hijos sobrevivientes",1164,0.18
924,"Palestina de los Altos",4544,"Con  3 hijos sobrevivientes",709,0.16
1001,"Mazatenango",21030,"Con  3 hijos sobrevivientes",4590,0.22
1002,"Cuyotenango",9011,"Con  3 hijos sobrevivientes",1804,0.2
1003,"San Francisco Zapotitlán",6178,"Con  3 hijos sobrevivientes",1368,0.22
1004,"San Bernardino",4216,"Con  3 hijos sobrevivientes",795,0.19
1005,"San José el Ídolo",2693,"Con  3 hijos sobrevivientes",470,0.17
1006,"Santo Domingo Suchitepéquez",11191,"Con  3 hijos sobrevivientes",1746,0.16
1007,"San Lorenzo",3561,"Con  3 hijos sobrevivientes",600,0.17
1008,"Samayac",6994,"Con  3 hijos sobrevivientes",1363,0.19
1009,"San Pablo Jocopilas",6013,"Con  3 hijos sobrevivientes",1055,0.18
1010,"San Antonio Suchitepéquez",15245,"Con  3 hijos sobrevivientes",2619,0.17
1011,"San Miguel Panán",2633,"Con  3 hijos sobrevivientes",376,0.14
1012,"San Gabriel",2043,"Con  3 hijos sobrevivientes",444,0.22
1013,"Chicacao",14831,"Con  3 hijos sobrevivientes",2215,0.15
1014,"Patulul",10637,"Con  3 hijos sobrevivientes",2023,0.19
1015,"Santa Bárbara",6476,"Con  3 hijos sobrevivientes",1148,0.18
1016,"San Juan Bautista",2005,"Con  3 hijos sobrevivientes",368,0.18
1017,"Santo Tomas la Unión",3403,"Con  3 hijos sobrevivientes",628,0.18
1018,"Zunilito",2255,"Con  3 hijos sobrevivientes",435,0.19
1019,"Pueblo Nuevo",3137,"Con  3 hijos sobrevivientes",537,0.17
1020,"Río Bravo",7124,"Con  3 hijos sobrevivientes",1335,0.19
1021,"San José La Máquina",6174,"Con  3 hijos sobrevivientes",1004,0.16
1101,"Retalhuleu",24735,"Con  3 hijos sobrevivientes",5141,0.21
1102,"San Sebastián",8203,"Con  3 hijos sobrevivientes",1557,0.19
1103,"Santa Cruz Muluá",3662,"Con  3 hijos sobrevivientes",638,0.17
1104,"San Martín Zapotitlán",3249,"Con  3 hijos sobrevivientes",648,0.2
1105,"San Felipe",6696,"Con  3 hijos sobrevivientes",1248,0.19
1106,"San Andrés Villa Seca",12166,"Con  3 hijos sobrevivientes",1917,0.16
1107,"Champerico",8488,"Con  3 hijos sobrevivientes",1703,0.2
1108,"Nuevo San Carlos",10317,"Con  3 hijos sobrevivientes",1897,0.18
1109,"El Asintal",10031,"Con  3 hijos sobrevivientes",1619,0.16
1201,"San Marcos",13016,"Con  3 hijos sobrevivientes",2674,0.21
1202,"San Pedro Sacatepéquez",21982,"Con  3 hijos sobrevivientes",4573,0.21
1203,"San Antonio Sacatepéquez",5117,"Con  3 hijos sobrevivientes",798,0.16
1204,"Comitancillo",13997,"Con  3 hijos sobrevivientes",1664,0.12
1205,"San Miguel Ixtahuacán",10985,"Con  3 hijos sobrevivientes",1422,0.13
1206,"Concepción Tutuapa",16592,"Con  3 hijos sobrevivientes",2237,0.13
1207,"Tacaná",18205,"Con  3 hijos sobrevivientes",2293,0.13
1208,"Sibinal",3656,"Con  3 hijos sobrevivientes",396,0.11
1209,"Tajumulco",12855,"Con  3 hijos sobrevivientes",1553,0.12
1210,"Tejutla",9468,"Con  3 hijos sobrevivientes",1434,0.15
1211,"San Rafael Pie de la Cuesta",4455,"Con  3 hijos sobrevivientes",911,0.2
1212,"Nuevo Progreso",7576,"Con  3 hijos sobrevivientes",1134,0.15
1213,"El Tumbador",11106,"Con  3 hijos sobrevivientes",1931,0.17
1214,"San José el Rodeo",4544,"Con  3 hijos sobrevivientes",802,0.18
1215,"Malacatán",24599,"Con  3 hijos sobrevivientes",4233,0.17
1216,"Catarina",7891,"Con  3 hijos sobrevivientes",1633,0.21
1217,"Ayutla",10310,"Con  3 hijos sobrevivientes",2190,0.21
1218,"Ocós",2906,"Con  3 hijos sobrevivientes",565,0.19
1219,"San Pablo",13154,"Con  3 hijos sobrevivientes",2189,0.17
1220,"El Quetzal",5794,"Con  3 hijos sobrevivientes",925,0.16
1221,"La Reforma",4377,"Con  3 hijos sobrevivientes",693,0.16
1222,"Pajapita",5886,"Con  3 hijos sobrevivientes",1178,0.2
1223,"Ixchiguán",5677,"Con  3 hijos sobrevivientes",754,0.13
1224,"San José Ojetenam",4442,"Con  3 hijos sobrevivientes",619,0.14
1225,"San Cristóbal Cucho",4347,"Con  3 hijos sobrevivientes",668,0.15
1226,"Sipacapa",4806,"Con  3 hijos sobrevivientes",600,0.12
1227,"Esquipulas Palo Gordo",3401,"Con  3 hijos sobrevivientes",613,0.18
1228,"Río Blanco",1403,"Con  3 hijos sobrevivientes",240,0.17
1229,"San Lorenzo",3377,"Con  3 hijos sobrevivientes",558,0.17
1230,"La Blanca",7676,"Con  3 hijos sobrevivientes",1532,0.2
1301,"Huehuetenango",34102,"Con  3 hijos sobrevivientes",7318,0.21
1302,"Chiantla",23810,"Con  3 hijos sobrevivientes",3609,0.15
1303,"Malacatancito",5023,"Con  3 hijos sobrevivientes",838,0.17
1304,"Cuilco",15379,"Con  3 hijos sobrevivientes",2178,0.14
1305,"Nentón",11613,"Con  3 hijos sobrevivientes",1642,0.14
1306,"San Pedro Necta",10237,"Con  3 hijos sobrevivientes",1390,0.14
1307,"Jacaltenango",10715,"Con  3 hijos sobrevivientes",1684,0.16
1308,"San Pedro Soloma",13252,"Con  3 hijos sobrevivientes",1738,0.13
1309,"San Ildefonso Ixtahuacán",11254,"Con  3 hijos sobrevivientes",1376,0.12
1310,"Santa Bárbara",8665,"Con  3 hijos sobrevivientes",1007,0.12
1311,"La Libertad",10031,"Con  3 hijos sobrevivientes",1398,0.14
1312,"La Democracia",15055,"Con  3 hijos sobrevivientes",2260,0.15
1313,"San Miguel Acatán",6259,"Con  3 hijos sobrevivientes",867,0.14
1314,"San Rafael La Independencia",3359,"Con  3 hijos sobrevivientes",452,0.13
1315,"Todos Santos Cuchumatán",7986,"Con  3 hijos sobrevivientes",1065,0.13
1316,"San Juan Atitán",5474,"Con  3 hijos sobrevivientes",747,0.14
1317,"Santa Eulalia",9812,"Con  3 hijos sobrevivientes",1093,0.11
1318,"San Mateo Ixtatán",11186,"Con  3 hijos sobrevivientes",1312,0.12
1319,"Colotenango",8896,"Con  3 hijos sobrevivientes",1128,0.13
1320,"San Sebastián Huehuetenango",8498,"Con  3 hijos sobrevivientes",1008,0.12
1321,"Tectitán",2565,"Con  3 hijos sobrevivientes",337,0.13
1322,"Concepción Huista",4961,"Con  3 hijos sobrevivientes",630,0.13
1323,"San Juan Ixcoy",5786,"Con  3 hijos sobrevivientes",799,0.14
1324,"San Antonio Huista",4488,"Con  3 hijos sobrevivientes",803,0.18
1325,"San Sebastián Coatán",5413,"Con  3 hijos sobrevivientes",807,0.15
1326,"Santa Cruz Barillas",25158,"Con  3 hijos sobrevivientes",2999,0.12
1327,"Aguacatán",14118,"Con  3 hijos sobrevivientes",1818,0.13
1328,"San Rafael Petzal",2921,"Con  3 hijos sobrevivientes",412,0.14
1329,"San Gaspar Ixchil",2001,"Con  3 hijos sobrevivientes",247,0.12
1330,"Santiago Chimaltenango",3109,"Con  3 hijos sobrevivientes",441,0.14
1331,"Santa Ana Huista",2608,"Con  3 hijos sobrevivientes",438,0.17
1332,"Unión Cantinil",4518,"Con  3 hijos sobrevivientes",704,0.16
1333,"Petatán",1761,"Con  3 hijos sobrevivientes",248,0.14
1401,"Santa Cruz del Quiché",21349,"Con  3 hijos sobrevivientes",3086,0.14
1402,"Chiché",7576,"Con  3 hijos sobrevivientes",762,0.1
1403,"Chinique",3030,"Con  3 hijos sobrevivientes",406,0.13
1404,"Zacualpa",8921,"Con  3 hijos sobrevivientes",1086,0.12
1405,"Chajul",12404,"Con  3 hijos sobrevivientes",1421,0.11
1406,"Santo Tomás Chichicastenango",39398,"Con  3 hijos sobrevivientes",3950,0.1
1407,"Patzité",1651,"Con  3 hijos sobrevivientes",179,0.11
1408,"San Antonio Ilotenango",6624,"Con  3 hijos sobrevivientes",801,0.12
1409,"San Pedro Jocopilas",8259,"Con  3 hijos sobrevivientes",851,0.1
1410,"Cunén",10413,"Con  3 hijos sobrevivientes",1197,0.11
1411,"San Juan Cotzal",7761,"Con  3 hijos sobrevivientes",903,0.12
1412,"Joyabaj",22143,"Con  3 hijos sobrevivientes",2853,0.13
1413,"Santa María Nebaj",20879,"Con  3 hijos sobrevivientes",2482,0.12
1414,"San Andrés Sajcabajá",7012,"Con  3 hijos sobrevivientes",933,0.13
1415,"San Miguel Uspantán",16070,"Con  3 hijos sobrevivientes",1865,0.12
1416,"Sacapulas",13771,"Con  3 hijos sobrevivientes",1685,0.12
1417,"San Bartolomé Jocotenango",3359,"Con  3 hijos sobrevivientes",351,0.1
1418,"Canillá",3226,"Con  3 hijos sobrevivientes",514,0.16
1419,"Chicamán",9610,"Con  3 hijos sobrevivientes",1130,0.12
1420,"Playa Grande Ixcán",24529,"Con  3 hijos sobrevivientes",2982,0.12
1421,"Pachalum",2449,"Con  3 hijos sobrevivientes",411,0.17
1501,"Salamá",18185,"Con  3 hijos sobrevivientes",3048,0.17
1502,"San Miguel Chicaj",9140,"Con  3 hijos sobrevivientes",1369,0.15
1503,"Rabinal",10917,"Con  3 hijos sobrevivientes",1856,0.17
1504,"Cubulco",14883,"Con  3 hijos sobrevivientes",2288,0.15
1505,"Granados",3723,"Con  3 hijos sobrevivientes",645,0.17
1506,"Santa Cruz El Chol",2690,"Con  3 hijos sobrevivientes",380,0.14
1507,"San Jerónimo",6998,"Con  3 hijos sobrevivientes",1326,0.19
1508,"Purulhá",13896,"Con  3 hijos sobrevivientes",1652,0.12
1601,"Cobán",57097,"Con  3 hijos sobrevivientes",8686,0.15
1602,"Santa Cruz Verapaz",8480,"Con  3 hijos sobrevivientes",1200,0.14
1603,"San Cristóbal Verapaz",17146,"Con  3 hijos sobrevivientes",2237,0.13
1604,"Tactic",10415,"Con  3 hijos sobrevivientes",1551,0.15
1605,"Tamahú",5062,"Con  3 hijos sobrevivientes",601,0.12
1606,"San Miguel Tucurú",10607,"Con  3 hijos sobrevivientes",1305,0.12
1607,"Panzós",17110,"Con  3 hijos sobrevivientes",2266,0.13
1608,"Senahú",22827,"Con  3 hijos sobrevivientes",2706,0.12
1609,"San Pedro Carchá",60904,"Con  3 hijos sobrevivientes",7931,0.13
1610,"San Juan Chamelco",15105,"Con  3 hijos sobrevivientes",2103,0.14
1611,"San Agustín Lanquín",6248,"Con  3 hijos sobrevivientes",693,0.11
1612,"Santa María Cahabón",17057,"Con  3 hijos sobrevivientes",1753,0.1
1613,"Chisec",20662,"Con  3 hijos sobrevivientes",2499,0.12
1614,"Chahal",6912,"Con  3 hijos sobrevivientes",826,0.12
1615,"Fray Bartolomé de las Casas",16834,"Con  3 hijos sobrevivientes",2138,0.13
1616,"Santa Catalina La Tinta",10356,"Con  3 hijos sobrevivientes",1348,0.13
1617,"Raxruhá",9279,"Con  3 hijos sobrevivientes",1160,0.13
1701,"Flores",10948,"Con  3 hijos sobrevivientes",1770,0.16
1702,"San José",1826,"Con  3 hijos sobrevivientes",258,0.14
1703,"San Benito",12803,"Con  3 hijos sobrevivientes",1977,0.15
1704,"San Andrés",8228,"Con  3 hijos sobrevivientes",1123,0.14
1705,"La Libertad",18392,"Con  3 hijos sobrevivientes",2342,0.13
1706,"San Francisco",4060,"Con  3 hijos sobrevivientes",629,0.15
1707,"Santa Ana",5989,"Con  3 hijos sobrevivientes",785,0.13
1708,"Dolores",6887,"Con  3 hijos sobrevivientes",878,0.13
1709,"San Luis",18010,"Con  3 hijos sobrevivientes",2313,0.13
1710,"Sayaxché",23645,"Con  3 hijos sobrevivientes",3045,0.13
1711,"Melchor de Mencos",7551,"Con  3 hijos sobrevivientes",1253,0.17
1712,"Poptún",14432,"Con  3 hijos sobrevivientes",2159,0.15
1713,"Las Cruces",8359,"Con  3 hijos sobrevivientes",1132,0.14
1714,"El Chal",3755,"Con  3 hijos sobrevivientes",466,0.12
1801,"Puerto Barrios",28502,"Con  3 hijos sobrevivientes",6176,0.22
1802,"Livingston",19257,"Con  3 hijos sobrevivientes",2785,0.14
1803,"El Estor",17875,"Con  3 hijos sobrevivientes",2326,0.13
1804,"Morales",27355,"Con  3 hijos sobrevivientes",5041,0.18
1805,"Los Amates",16007,"Con  3 hijos sobrevivientes",2639,0.16
1901,"Zacapa",16621,"Con  3 hijos sobrevivientes",3638,0.22
1902,"Estanzuela",2774,"Con  3 hijos sobrevivientes",608,0.22
1903,"Río Hondo",6024,"Con  3 hijos sobrevivientes",1345,0.22
1904,"Gualán",12009,"Con  3 hijos sobrevivientes",2210,0.18
1905,"Teculután",5032,"Con  3 hijos sobrevivientes",1046,0.21
1906,"Usumatlán",3269,"Con  3 hijos sobrevivientes",705,0.22
1907,"Cabañas",3533,"Con  3 hijos sobrevivientes",652,0.18
1908,"San Diego",1927,"Con  3 hijos sobrevivientes",319,0.17
1909,"La Unión",8297,"Con  3 hijos sobrevivientes",992,0.12
1910,"Huité",2970,"Con  3 hijos sobrevivientes",480,0.16
1911,"San Jorge",3343,"Con  3 hijos sobrevivientes",656,0.2
2001,"Chiquimula",30451,"Con  3 hijos sobrevivientes",5376,0.18
2002,"San José la Arada",2376,"Con  3 hijos sobrevivientes",428,0.18
2003,"San Juan Ermita",4340,"Con  3 hijos sobrevivientes",612,0.14
2004,"Jocotán",16505,"Con  3 hijos sobrevivientes",2066,0.13
2005,"Camotán",13857,"Con  3 hijos sobrevivientes",1581,0.11
2006,"Olopa",6866,"Con  3 hijos sobrevivientes",861,0.13
2007,"Esquipulas",14922,"Con  3 hijos sobrevivientes",2478,0.17
2008,"Concepción las Minas",3190,"Con  3 hijos sobrevivientes",556,0.17
2009,"Quezaltepeque",8185,"Con  3 hijos sobrevivientes",1210,0.15
2010,"San Jacinto",3494,"Con  3 hijos sobrevivientes",516,0.15
2011,"Ipala",6296,"Con  3 hijos sobrevivientes",1040,0.17
2101,"Jalapa",42623,"Con  3 hijos sobrevivientes",6340,0.15
2102,"San Pedro Pinula",15694,"Con  3 hijos sobrevivientes",1917,0.12
2103,"San Luis Jilotepeque",7307,"Con  3 hijos sobrevivientes",1052,0.14
2104,"San Manuel Chaparrón",2289,"Con  3 hijos sobrevivientes",419,0.18
2105,"San Carlos Alzatate",4999,"Con  3 hijos sobrevivientes",567,0.11
2106,"Monjas",7665,"Con  3 hijos sobrevivientes",1291,0.17
2107,"Mataquescuintla",11337,"Con  3 hijos sobrevivientes",1745,0.15
2201,"Jutiapa",39656,"Con  3 hijos sobrevivientes",6183,0.16
2202,"El Progreso",6350,"Con  3 hijos sobrevivientes",1181,0.19
2203,"Santa Catarina Mita",8125,"Con  3 hijos sobrevivientes",1539,0.19
2204,"Agua Blanca",4440,"Con  3 hijos sobrevivientes",782,0.18
2205,"Asunción Mita",13397,"Con  3 hijos sobrevivientes",2563,0.19
2206,"Yupiltepeque",4731,"Con  3 hijos sobrevivientes",646,0.14
2207,"Atescatempa",4966,"Con  3 hijos sobrevivientes",1075,0.22
2208,"Jerez",1648,"Con  3 hijos sobrevivientes",332,0.2
2209,"El Adelanto",1715,"Con  3 hijos sobrevivientes",221,0.13
2210,"Zapotitlán",2385,"Con  3 hijos sobrevivientes",321,0.13
2211,"Comapa",8354,"Con  3 hijos sobrevivientes",1253,0.15
2212,"Jalpatagua",7773,"Con  3 hijos sobrevivientes",1495,0.19
2213,"Conguaco",5724,"Con  3 hijos sobrevivientes",660,0.12
2214,"Moyuta",10365,"Con  3 hijos sobrevivientes",1711,0.17
2215,"Pasaco",2199,"Con  3 hijos sobrevivientes",412,0.19
2216,"San José Acatempa",3796,"Con  3 hijos sobrevivientes",760,0.2
2217,"Quesada",6155,"Con  3 hijos sobrevivientes",1067,0.17
101,"Guatemala",263622,"Con  4 hijos sobrevivientes",29581,0.11
102,"Santa Catarina Pinula",23901,"Con  4 hijos sobrevivientes",2531,0.11
103,"San José Pinula",23316,"Con  4 hijos sobrevivientes",2396,0.1
104,"San José del Golfo",1965,"Con  4 hijos sobrevivientes",248,0.13
105,"Palencia",19386,"Con  4 hijos sobrevivientes",2071,0.11
106,"Chinautla",32974,"Con  4 hijos sobrevivientes",4006,0.12
107,"San Pedro Ayampuc",16464,"Con  4 hijos sobrevivientes",2037,0.12
108,"Mixco",136108,"Con  4 hijos sobrevivientes",14555,0.11
109,"San Pedro Sacatepéquez",14527,"Con  4 hijos sobrevivientes",1592,0.11
110,"San Juan Sacatepéquez",60398,"Con  4 hijos sobrevivientes",6344,0.11
111,"San Raymundo",9010,"Con  4 hijos sobrevivientes",951,0.11
112,"Chuarrancho",3142,"Con  4 hijos sobrevivientes",420,0.13
113,"Fraijanes",16324,"Con  4 hijos sobrevivientes",1617,0.1
114,"Amatitlán",33678,"Con  4 hijos sobrevivientes",3752,0.11
115,"Villa Nueva",127756,"Con  4 hijos sobrevivientes",14028,0.11
116,"Villa Canales",44559,"Con  4 hijos sobrevivientes",5060,0.11
117,"San Miguel Petapa",40599,"Con  4 hijos sobrevivientes",4057,0.1
201,"Guastatoya",6931,"Con  4 hijos sobrevivientes",757,0.11
202,"Morazán",3180,"Con  4 hijos sobrevivientes",408,0.13
203,"San Agustín Acasaguastlán",11692,"Con  4 hijos sobrevivientes",1313,0.11
204,"San Cristóbal Acasaguastlán",1955,"Con  4 hijos sobrevivientes",240,0.12
205,"El Jícaro",3577,"Con  4 hijos sobrevivientes",456,0.13
206,"Sansare",3473,"Con  4 hijos sobrevivientes",427,0.12
207,"Sanarate",10818,"Con  4 hijos sobrevivientes",1272,0.12
208,"San Antonio la Paz",5562,"Con  4 hijos sobrevivientes",674,0.12
301,"Antigua Guatemala",12916,"Con  4 hijos sobrevivientes",1336,0.1
302,"Jocotenango",6227,"Con  4 hijos sobrevivientes",691,0.11
303,"Pastores",4986,"Con  4 hijos sobrevivientes",589,0.12
304,"Sumpango",10410,"Con  4 hijos sobrevivientes",885,0.09
305,"Santo Domingo Xenacoj",3564,"Con  4 hijos sobrevivientes",312,0.09
306,"Santiago Sacatepéquez",8470,"Con  4 hijos sobrevivientes",862,0.1
